numero_de_marcas_registradas,numero_de_patentes_otorgadas,numero_total_de_fundadores,numero_de_mujeres_fundadores,numero_de_hombres_fundadores,numero_de_inversionistas,numero_de_inversionistas_principales,numero_de_inversiones_en_rondas_de_financiacion,numero_de_articulos,numero_de_rondas_de_financiacion,antiguedad_de_la_empresa,financiacion_total_por_acciones_log,ultima_financiacion_por_acciones_log,monto_de_ultima_financiacion_log,financiacion_total_log,seguidores_en_linkedin_log,seguidores_en_facebook_log,seguidores_en_twitter_log,empleados_en_linkedin_log,años_desde_ultima_financiacion_log,categoria_Bienes Raíces y Construcción,categoria_Consumo,categoria_Educación,categoria_Finanzas,categoria_Industria,categoria_No Especificado,categoria_Salud,categoria_Software y Servicios B2B,tipo_de_ultima_financiacion_angel,tipo_de_ultima_financiacion_pre_seed,tipo_de_ultima_financiacion_seed,tipo_de_ultima_financiacion_series_a,tipo_de_ultima_financiacion_series_b
-0.3968941974021663,-0.22375900564210616,0.76610756313166,-0.5543511515683345,0.9841602656942765,0.7372629177021722,-0.21879090025429687,-0.08904292346963807,0.07807729799720843,0.20554620972182364,-1.5124156916656613,0.3459332937301162,-0.19077563945021114,-0.19077563945021114,0.33572917822515536,0.836079207287389,1.1079517279448083,-0.8662466846788306,0.64906997125012,-1.9810711948347597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.3968941974021663,-0.22375900564210616,0.76610756313166,1.218526587881339,0.0,-0.10264342109151706,0.4434422710511191,-0.08904292346963807,-0.017413106801607642,0.20554620972182364,-1.5124156916656613,0.08575418698567336,-0.6372694105554888,-0.6372694105554888,0.07670120552204451,0.4504724374204586,1.1734698163460133,1.3199004839837194,-0.3403198182467978,-2.0902394140184564,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3968941974021663,-0.22375900564210616,-0.34852962099551943,-0.5543511515683345,0.0,0.49728967804683244,0.4434422710511191,-0.08904292346963807,-0.11290351160042371,-0.2800298536628329,-1.5124156916656613,0.6732058397261852,0.7221644177481539,0.7221644177481539,0.6615537425857908,0.5362255254985041,-1.0156133947170285,-0.8662466846788306,0.0852234058791746,-0.10784341516262415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3968941974021663,-0.22375900564210616,-0.34852962099551943,-0.5543511515683345,0.0,0.01734319873615284,-0.8810240715597129,-0.08904292346963807,-0.00873216091080618,0.20554620972182364,-1.5124156916656613,0.8483594170704066,0.29958361458716,0.29958361458716,0.8359323720571221,0.2249261739652416,-1.0156133947170285,-0.8662466846788306,0.5315066477679333,-2.2740853728910335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3968941974021663,-0.22375900564210616,0.76610756313166,-0.5543511515683345,0.9841602656942765,1.217209397012852,0.4434422710511191,-0.08904292346963807,-0.16498918694523249,0.20554620972182364,-1.5124156916656613,1.0139274680446724,0.90583733731953,0.90583733731953,1.0007678852730018,1.415493165842864,0.6852664946825895,-0.8662466846788306,2.2048793732722887,-0.1834439587413308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.3968941974021663,-0.22375900564210616,1.8807447472588394,-0.5543511515683345,1.968320531388553,-0.9425497598852064,-0.21879090025429687,-0.08904292346963807,0.00862973087079674,-1.251181980432146,-1.5124156916656613,-0.4972598887487196,-0.3214769610860495,-0.3214769610860495,-0.5037333881103794,-0.1605879122710192,-1.0156133947170285,-0.8662466846788306,-1.00430246689057,-0.15795373502353616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.3968941974021663,-0.22375900564210616,-0.34852962099551943,1.218526587881339,-0.9841602656942765,-0.7025765202298665,-0.21879090025429687,-0.08904292346963807,-0.07817972803721787,-0.2800298536628329,-1.5124156916656613,-1.5190685675951272,-1.6174986194170862,-1.6174986194170862,-1.5210211860579839,-0.7254418124759684,-1.0156133947170285,-0.8662466846788306,-1.278786323879564,0.12316728018318061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.26103799291242724,-0.22375900564210616,-0.34852962099551943,-0.5543511515683345,0.0,-0.9425497598852064,-0.8810240715597129,-0.08904292346963807,-0.16498918694523249,-0.2800298536628329,-1.5124156916656613,-1.1582546285606703,-2.0538791501734814,-2.0538791501734814,-1.1618036288891072,-1.201742957962274,-1.0156133947170285,-0.8662466846788306,-1.4735357197069534,0.6630819075209625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.3968941974021663,-0.22375900564210616,-0.34852962099551943,-0.5543511515683345,0.0,1.4571826366681917,1.1056754423565351,-0.08904292346963807,0.00862973087079674,-0.2800298536628329,-1.5124156916656613,0.3549473922448269,0.469451120181856,0.469451120181856,0.344703394845497,-0.1605879122710192,-1.0156133947170285,1.324596340122496,-1.1277269567425858,-0.052131150460255044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3968941974021663,-0.22375900564210616,-0.34852962099551943,-0.5543511515683345,0.0,-0.7025765202298665,0.4434422710511191,-0.08904292346963807,-0.11290351160042371,-0.2800298536628329,-1.5124156916656613,-0.12940351565798333,-0.03052976863067755,-0.03052976863067755,-0.13750455536553882,-0.6310813092770203,-1.0156133947170285,-0.8662466846788306,-0.43071529480877396,0.13921418565645252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.3968941974021663,-0.22375900564210616,-0.34852962099551943,-0.5543511515683345,0.0,-1.1825229995405462,-0.8810240715597129,-0.08904292346963807,-0.16498918694523249,-1.251181980432146,-1.5124156916656613,-1.1632182954625025,-0.9572745744130897,-0.9572745744130897,-1.1667453345888583,-1.0647337915614932,-1.0156133947170285,-0.8662466846788306,-1.278786323879564,-0.7506871250223371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.3968941974021663,-0.22375900564210616,-1.463166805122699,-0.5543511515683345,-0.9841602656942765,-0.46260328057452677,0.4434422710511191,-0.08904292346963807,-0.14762729516362955,0.20554620972182364,-1.5124156916656613,1.0351574827713954,0.7850582582278568,0.7850582582278568,1.021903970118284,0.4504724374204586,-1.0156133947170285,0.5045113314384004,0.8364208181691276,-1.4101645398390195,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.26103799291242724,-0.22375900564210616,-0.34852962099551943,1.218526587881339,-0.9841602656942765,-0.8225631400575364,1.1056754423565351,-0.08904292346963807,-0.156308241054431,0.20554620972182364,-1.5124156916656613,-1.6458915087923007,-1.8011697550183257,-1.8011697550183257,-1.6472830130032845,1.1474182898327967,0.5978720584113962,0.5131409379157816,0.6964291714533802,-1.0888648388800766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.3968941974021663,-0.22375900564210616,-1.463166805122699,-0.5543511515683345,-0.9841602656942765,-0.5825899004021966,-0.21879090025429687,-0.08904292346963807,-0.14762729516362955,-0.7656059170474894,-1.5124156916656613,-0.5038672056913897,-0.36064308381241056,-0.36064308381241056,-0.51031147170088,-0.7521657557779187,-1.0156133947170285,1.5180450909774514,-0.06583596125780367,0.5054192354222135,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
