nombre_de_la_empresa,fecha_de_fundacion,numero_de_marcas_registradas,numero_de_patentes_otorgadas,estado_operativo,categoria,antiguedad_de_la_empresa,empleados_en_linkedin,seguidores_en_linkedin,seguidores_en_facebook,seguidores_en_twitter,numero_de_articulos,numero_total_de_fundadores,numero_de_mujeres_fundadores,numero_de_hombres_fundadores,financiacion_total_por_acciones,ultima_financiacion_por_acciones,numero_de_inversiones_en_rondas_de_financiacion,numero_de_inversionistas,numero_de_inversionistas_principales,financiacion_total,numero_de_rondas_de_financiacion,tipo_de_ultima_financiacion,fecha_de_ultima_financiacion,monto_de_ultima_financiacion,años_desde_ultima_financiacion,financiacion_total_por_acciones_log,ultima_financiacion_por_acciones_log,monto_de_ultima_financiacion_log,financiacion_total_log,seguidores_en_linkedin_log,seguidores_en_facebook_log,seguidores_en_twitter_log,empleados_en_linkedin_log,años_desde_ultima_financiacion_log,cluster_kmeans
Hatch,2016-06-06,1,0,active,Software y Servicios B2B,9,110.0,13000.0,883.0,226,14,2.0,0,2,13654836.0,11004836.0,0,5,3.0,13654836.0,3,series_a,2021-07-14,11004836.0,3.991780821917808,16.42960437579929,16.213845461383666,16.213845461383666,16.42960437579929,9.472781556562168,6.784457062637643,5.424950017481403,4.709530201312334,1.6077927242374122,1
Sendbox,2016-06-04,0,0,active,Consumo,9,60.0,1000.0,6200.0,0,7,2.0,0,2,1800000.0,1800000.0,0,11,3.0,1800000.0,3,seed,2021-10-18,1800000.0,3.728767123287671,14.403297778421795,14.403297778421795,14.403297778421795,14.403297778421795,6.90875477931522,8.732465848349879,0.0,4.110873864173311,1.5536645180608817,0
Cosmic,2016-05-22,0,0,active,Software y Servicios B2B,9,8.0,425.0,263.0,0,2,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-03-18,150000.0,6.317808219178082,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,6.054439346269371,5.575949103146316,0.0,2.1972245773362196,1.9903108595274694,0
PAYFAZZ,2016-05-18,0,0,active,Finanzas,9,251.0,9000.0,0.0,0,22,3.0,0,3,74120000.0,53000000.0,2,16,4.0,74120000.0,5,series_b,2020-07-06,53000000.0,5.013698630136986,18.121195972873068,17.78580249038432,17.78580249038432,18.121195972873068,9.105090961257085,0.0,0.0,5.529429087511423,1.79403997192678,1
Flo Recruit,2016-05-01,2,0,active,Educación,9,51.0,4000.0,926.0,0,16,2.0,1,1,19848967.0,5034205.0,0,10,3.0,19848967.0,7,series_a,2025-05-20,5034205.0,0.1397260273972602,16.803662573821516,15.431766375572348,15.431766375572348,16.803662573821516,8.294299608857235,6.831953565565855,0.0,3.9512437185814275,0.13078790667877171,1
NexGenT,2016-05-01,1,0,active,Educación,9,1000.0,7000.0,21000.0,786,0,2.0,0,2,18100000.0,15000000.0,0,16,3.0,18100000.0,3,series_a,2018-11-27,15000000.0,6.6219178082191785,16.71142255148467,16.52356082573315,16.52356082573315,16.71142255148467,8.853808274977197,9.952325334619427,6.668228248417403,6.90875477931522,2.031028018900897,1
RankScience,2016-05-01,0,0,active,Software y Servicios B2B,9,7.0,574.0,92.0,435,2,2.0,0,2,1925000.0,1800000.0,0,13,1.0,1925000.0,4,seed,2018-10-08,1800000.0,6.758904109589041,14.470437045184406,14.403297778421795,14.403297778421795,14.470437045184406,6.354370040797351,4.532599493153256,6.077642243349034,2.0794415416798357,2.048841101231119,0
Thematic,2016-04-20,1,0,active,Software y Servicios B2B,9,50.0,7000.0,238.0,484,22,2.0,1,1,1340000.0,1220000.0,0,2,2.0,1340000.0,2,seed,2017-11-29,1220000.0,7.616438356164384,14.108180918195472,14.014362236381235,14.014362236381235,14.108180918195472,8.853808274977197,5.476463551931511,6.184148890937483,3.9318256327243257,2.1536718155520496,0
Bottomless,2016-04-01,1,1,active,Software y Servicios B2B,9,20.0,46000.0,1500.0,0,7,2.0,1,1,6795000.0,4500000.0,0,11,2.0,6795000.0,5,series_a,2021-01-01,4500000.0,4.523287671232877,15.731697752734405,15.319588176962746,15.319588176962746,15.731697752734405,10.736418414365376,7.313886831633462,0.0,3.044522437723423,1.7089732756087679,1
HireSweet,2016-04-01,0,0,active,No Especificado,9,25.0,6000.0,371.0,726,1,3.0,0,3,1950000.0,150000.0,0,8,1.0,1950000.0,3,seed,2020-03-16,150000.0,5.32054794520548,14.48334044336031,11.918397239722838,11.918397239722838,14.48334044336031,8.699681400989514,5.918893854273146,6.588926477533519,3.258096538021482,1.8438059045912623,0
HitPay,2016-03-08,1,0,active,Finanzas,9,50.0,8000.0,0.0,70,64,2.0,0,2,18445000.0,15750000.0,0,4,1.0,18445000.0,2,series_a,2022-05-04,15750000.0,3.186301369863014,16.730303943228147,16.572350986727976,16.572350986727976,16.730303943228147,8.987321812850125,0.0,4.2626798770413155,3.9318256327243257,1.4318176161439742,1
INKHUNTER,2016-02-01,0,0,active,Software y Servicios B2B,9,1.0,76.0,4600.0,990,9,2.0,1,1,160000.0,120000.0,0,3,1.0,160000.0,3,pre_seed,2018-07-18,120000.0,6.983561643835617,11.982935344196433,11.695255355062795,11.695255355062795,11.982935344196433,4.343805421853684,8.434028950155469,6.898714534329988,0.6931471805599453,2.0773846331726586,0
Pangea,2016-01-15,0,0,active,Educación,9,36.0,5000.0,538.0,265,4,2.0,0,2,2985000.0,2000000.0,0,17,2.0,2985000.0,5,seed,2021-07-29,2000000.0,3.950684931506849,14.90911063981716,14.508658238524095,14.508658238524095,14.90911063981716,8.517393171418904,6.289715570908998,5.583496308781699,3.6109179126442243,1.599525937009737,1
Copia,2016-01-04,4,0,active,Industria,9,112.0,7000.0,9000.0,0,53,2.0,2,0,4730000.0,150000.0,0,33,1.0,4730000.0,5,seed,2021-12-01,150000.0,3.608219178082192,15.369435971884585,11.918397239722838,11.918397239722838,15.369435971884585,8.853808274977197,9.105090961257085,0.0,4.727387818712341,1.527841486950402,1
Replit,2016-01-01,9,1,active,Software y Servicios B2B,9,180.0,70000.0,6800.0,0,107,2.0,1,1,222020000.0,20000000.0,2,23,5.0,222020000.0,9,series_b,2023-11-06,20000000.0,1.6767123287671233,19.218278030372876,16.811242881518265,16.811242881518265,19.218278030372876,11.156264806643742,8.824824939175638,0.0,5.198497031265826,0.9845892984602913,1
Wallarm,2016-01-01,2,2,active,Software y Servicios B2B,9,154.0,22000.0,862.0,0,112,2.0,0,2,40800000.0,30000000.0,0,7,2.0,40800000.0,5,series_b,2022-04-01,30000000.0,3.276712328767123,17.524192663884193,17.216707972959764,17.216707972959764,17.524192663884193,9.99884318585288,6.760414691083428,0.0,5.043425116919247,1.4531845669329406,1
Proven Skincare,2016-01-01,0,0,active,Software y Servicios B2B,9,36.0,26000.0,22000.0,56,19,2.0,1,1,18200000.0,12200000.0,0,14,2.0,18200000.0,5,series_a,2023-09-12,12200000.0,1.8273972602739723,16.716932206992077,16.316946591670696,16.316946591670696,16.716932206992077,10.165890277802454,9.99884318585288,4.04305126783455,3.6109179126442243,1.0393565924590165,1
Humi,2016-01-01,0,0,active,Finanzas,9,212.0,19000.0,1100.0,0,32,4.0,0,4,38574188.0,25000000.0,0,23,3.0,47369608.0,9,series_b,2022-05-25,25000000.0,3.128767123287671,17.46809393201323,17.034386422832473,17.034386422832473,17.673491420696564,9.852246888342531,7.00397413672268,0.0,5.3612921657094255,1.417978845044004,1
Nobell Foods,2016-01-01,2,18,active,Salud,9,80.0,8000.0,114.0,0,39,1.0,1,0,75000000.0,75000000.0,0,14,1.0,75000000.0,3,series_b,2021-07-22,75000000.0,3.96986301369863,18.132998684833918,18.132998684833918,18.132998684833918,18.132998684833918,8.987321812850125,4.74493212836325,0.0,4.394449154672439,1.6033922770925904,1
Ribbon Health,2016-01-01,0,0,active,Software y Servicios B2B,9,12.0,10000.0,0.0,0,27,2.0,0,2,53750000.0,43500000.0,0,17,2.0,53750000.0,5,series_b,2021-11-16,43500000.0,3.649315068493151,17.799854243576696,17.588271519047417,17.588271519047417,17.799854243576696,9.210440366976517,0.0,0.0,2.5649493574615367,1.5367199116517347,1
Culture Biosciences,2016-01-01,0,6,active,Industria,9,84.0,10000.0,257.0,906,57,2.0,0,2,100620000.0,80000000.0,0,27,5.0,101595000.0,8,series_b,2021-10-14,80000000.0,3.73972602739726,18.42686161296583,18.197537205138154,18.197537205138154,18.436504889142256,9.210440366976517,5.552959584921617,6.810142450115136,4.442651256490317,1.5559793339093333,1
Mattermost,2016-01-01,10,0,active,Software y Servicios B2B,9,155.0,17000.0,861.0,0,47,2.0,0,2,73500000.0,50000000.0,0,11,3.0,73500000.0,5,series_b,2019-06-19,50000000.0,6.063013698630137,18.112795977788508,17.72753358339242,17.72753358339242,18.112795977788508,9.741027444837728,6.759255270663693,0.0,5.049856007249537,1.9548718299166412,1
Multiply Labs,2016-01-01,1,10,active,Industria,9,53.0,6000.0,3000.0,803,45,4.0,2,2,22700000.0,20000000.0,0,17,3.0,22700000.0,5,series_a,2021-04-14,20000000.0,4.241095890410959,16.937875526504495,16.811242881518265,16.811242881518265,16.937875526504495,8.699681400989514,8.006700845440367,6.6895992691789665,3.9889840465642745,1.6565306158577613,1
Joy,2016-01-01,3,0,active,Software y Servicios B2B,9,454.0,4000.0,27000.0,0,42,2.0,0,2,107107496.0,60000000.0,0,32,6.0,107107496.0,8,series_b,2022-11-30,60000000.0,2.610958904109589,18.489343532968093,17.909855136853043,17.909855136853043,18.489343532968093,8.294299608857235,10.203629181337648,0.0,6.12029741895095,1.283973361479961,1
Sleep Reset,2016-01-01,1,0,active,Software y Servicios B2B,9,10.0,1000.0,875.0,114,14,1.0,1,0,12620000.0,10000000.0,0,15,1.0,12620000.0,3,series_a,2018-11-13,10000000.0,6.66027397260274,16.35079349431664,16.118095750958314,16.118095750958314,16.35079349431664,6.90875477931522,6.775366090936392,4.74493212836325,2.3978952727983707,2.0360477497712095,1
Helium Health,2016-01-01,0,0,active,Finanzas,9,140.0,15000.0,1600.0,0,32,4.0,0,4,62120000.0,30000000.0,0,27,5.0,62669870.0,8,series_b,2023-06-05,30000000.0,2.0986301369863014,17.944578572342635,17.216707972959764,17.216707972959764,17.95339136379759,9.61587214452889,7.3783837129967145,0.0,4.948759890378168,1.130960122533629,1
Enzyme,2016-01-01,2,0,active,Software y Servicios B2B,9,22.0,2000.0,0.0,288,3,2.0,0,2,1970000.0,1850000.0,0,11,1.0,1970000.0,3,seed,2017-10-10,1850000.0,7.7534246575342465,14.493544608328255,14.430696737594902,14.430696737594902,14.493544608328255,7.601402334583733,0.0,5.666426688112432,3.1354942159291497,2.1694450132291436,0
Lucy Goods,2016-01-01,0,0,active,Industria,9,40.0,980.0,0.0,0,4,2.0,0,2,10000000.0,10000000.0,0,10,1.0,10000000.0,2,series_a,2020-02-24,10000000.0,5.3780821917808215,16.118095750958314,16.118095750958314,16.118095750958314,16.118095750958314,6.8885724595653635,0.0,0.0,3.713572066704308,1.852867455268837,1
Farmstead,2016-01-01,0,0,active,Software y Servicios B2B,9,50.0,2000.0,13000.0,0,31,2.0,0,2,34444467.0,19424467.0,0,18,3.0,34444467.0,9,series_b,2021-10-21,19424467.0,3.72054794520548,17.354858961977982,16.782044066455555,16.782044066455555,17.354858961977982,7.601402334583733,9.472781556562168,0.0,3.9318256327243257,1.5519248829454382,1
Pnoe,2016-01-01,1,5,active,Salud,9,78.0,5000.0,0.0,0,2,2.0,0,2,10300000.0,5800000.0,0,6,2.0,10300000.0,3,seed,2021-09-01,5800000.0,3.857534246575343,16.14765455028724,15.573368647930426,15.573368647930426,16.14765455028724,8.517393171418904,0.0,0.0,4.3694478524670215,1.5805309524917164,1
Numida,2016-01-01,0,0,active,Finanzas,9,133.0,5000.0,21000.0,0,5,3.0,2,1,14650000.0,12300000.0,0,16,4.0,19650000.0,4,seed,2022-09-28,12300000.0,2.783561643835617,16.499950961686732,16.325109901643454,16.325109901643454,16.793587947170128,8.517393171418904,9.952325334619427,0.0,4.897839799950911,1.3306657998268008,1
Meitre,2016-01-01,0,0,active,Consumo,9,12.0,652.0,0.0,151,1,2.0,0,2,1720000.0,1600000.0,0,7,2.0,1720000.0,2,seed,2019-05-16,1600000.0,6.156164383561644,14.357835430184815,14.285514812209815,14.285514812209815,14.357835430184815,6.481577129276431,0.0,5.0238805208462765,2.5649493574615367,1.9679741368138302,0
Kudi,2016-01-01,0,0,active,Finanzas,9,410.0,25000.0,0.0,0,12,2.0,0,2,12700397.0,6700000.0,0,8,2.0,12700397.0,6,series_a,2019-04-04,6700000.0,6.271232876712329,16.357143889520454,15.717618233614914,15.717618233614914,16.357143889520454,10.12667110305036,0.0,0.0,6.018593214496234,1.9839258613096613,1
Shipamax,2016-01-01,0,0,active,Software y Servicios B2B,9,4.0,4000.0,300.0,547,7,2.0,1,1,9500000.0,7000000.0,0,17,3.0,9500000.0,4,series_a,2020-01-28,7000000.0,5.452054794520548,16.066802461833923,15.76142084987672,15.76142084987672,16.066802461833923,8.294299608857235,5.707110264748875,6.306275286948016,1.6094379124341003,1.8643986528680268,1
Bonsai,2016-01-01,0,0,active,Finanzas,9,56.0,14000.0,874.0,0,11,3.0,0,3,120000.0,120000.0,0,1,1.0,120000.0,1,pre_seed,2016-03-22,120000.0,9.306849315068494,11.695255355062795,11.695255355062795,11.695255355062795,11.695255355062795,9.546884034617925,6.774223886357614,0.0,4.04305126783455,2.3328086562784844,0
CrowdAI,2016-01-01,0,0,active,Software y Servicios B2B,9,8.0,3000.0,0.0,0,19,3.0,1,2,8370000.0,6250000.0,0,10,2.0,8370000.0,5,series_a,2021-04-08,6250000.0,4.257534246575342,15.940164561939964,15.648092181712572,15.648092181712572,15.940164561939964,8.006700845440367,0.0,0.0,2.1972245773362196,1.6596621424252083,1
Naborly,2016-01-01,0,0,active,Bienes Raíces y Construcción,9,11.0,1000.0,1100.0,740,7,2.0,0,2,13500000.0,5000000.0,0,24,2.0,13500000.0,4,seed,2021-08-19,5000000.0,3.893150684931507,16.41820031748273,15.424948670398354,15.424948670398354,16.41820031748273,6.90875477931522,7.00397413672268,6.608000625296087,2.4849066497880004,1.5878364078539529,1
Power Router,2016-01-01,0,0,active,Software y Servicios B2B,9,6.0,4000.0,0.0,202,0,1.0,1,0,125000.0,125000.0,0,1,1.0,125000.0,1,seed,2021-03-22,125000.0,4.304109589041096,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,8.294299608857235,0.0,5.313205979041787,1.9459101490553132,1.6684819142540308,0
Withfriends,2016-01-01,0,0,active,Consumo,9,3.0,225.0,0.0,258,0,3.0,1,2,150000.0,150000.0,0,1,1.0,150000.0,2,seed,2019-03-18,150000.0,6.317808219178082,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,5.420534999272286,0.0,5.556828061699537,1.3862943611198906,1.9903108595274694,0
ClearBrain,2016-01-01,0,0,active,Software y Servicios B2B,9,2.0,650.0,155.0,232,5,2.0,0,2,3240000.0,2000000.0,0,14,2.0,3240000.0,2,seed,2018-04-30,2000000.0,7.2,14.99108419641044,14.508658238524095,14.508658238524095,14.99108419641044,6.478509642208569,5.049856007249537,5.4510384535657,1.0986122886681098,2.1041341542702074,0
Officely,2016-01-01,1,0,active,Software y Servicios B2B,9,5.0,1000.0,156.0,0,2,2.0,0,2,2000000.0,2000000.0,0,4,1.0,2000000.0,2,seed,2021-12-09,2000000.0,3.5863013698630137,14.508658238524095,14.508658238524095,14.508658238524095,14.508658238524095,6.90875477931522,5.056245805348308,0.0,1.791759469228055,1.5230738974669291,0
Kisan Network,2016-01-01,0,0,active,No Especificado,9,168.0,17000.0,0.0,275,26,2.0,0,2,3220000.0,3000000.0,0,9,3.0,3220000.0,3,seed,2020-01-30,3000000.0,5.446575342465754,14.984892228079548,14.914123179965662,14.914123179965662,14.984892228079548,9.741027444837728,0.0,5.62040086571715,5.1298987149230735,1.863549035144871,1
Edwin,2016-01-01,0,0,active,Educación,9,10.0,147.0,23000.0,0,4,3.0,0,3,1500000.0,1500000.0,0,8,1.0,1500000.0,1,seed,2018-03-15,1500000.0,7.326027397260274,14.220976332738882,14.220976332738882,14.220976332738882,14.220976332738882,4.997212273764115,10.043292972227004,0.0,2.3978952727983707,2.119386439334302,0
Unima,2016-01-01,0,0,active,Salud,9,10.0,725.0,0.0,223,4,4.0,1,3,3599300.0,33300.0,0,20,4.0,3649300.0,7,angel,2021-10-01,33300.0,3.775342465753425,15.096250217906885,10.413342705547674,10.413342705547674,15.110046200369581,6.587550014824796,0.0,5.4116460518550396,2.3978952727983707,1.5634656919375296,0
Circa,2016-01-01,1,0,active,Software y Servicios B2B,9,10.0,2000.0,0.0,0,2,3.0,0,3,560000.0,60000.0,0,8,1.0,560000.0,4,pre_seed,2021-12-02,60000.0,3.6054794520547935,13.235693848424024,11.002116507732017,11.002116507732017,13.235693848424024,7.601402334583733,0.0,0.0,2.3978952727983707,1.5272467798261238,0
Inspector Cloud,2016-01-01,0,0,active,Software y Servicios B2B,9,10.0,587.0,153.0,0,6,1.0,0,1,1355000.0,325000.0,0,7,4.0,1485000.0,8,seed,2021-04-05,325000.0,4.265753424657534,14.119312750303045,12.691583538230217,12.691583538230217,14.210926003619385,6.376726947898627,5.0369526024136295,0.0,2.3978952727983707,1.6612242359477463,0
Precious,2016-01-01,1,0,active,Software y Servicios B2B,9,7.0,83.0,0.0,5,5,2.0,0,2,1120000.0,1000000.0,0,5,3.0,1120000.0,2,seed,2018-04-02,1000000.0,7.276712328767124,13.928840136128022,13.815511557963774,13.815511557963774,13.928840136128022,4.430816798843313,0.0,1.791759469228055,2.0794415416798357,2.1134458278041803,0
Audm,2016-01-01,2,0,active,Software y Servicios B2B,9,4.0,764.0,2400.0,0,9,2.0,0,2,1620000.0,1500000.0,0,3,2.0,1620000.0,2,seed,2018-07-27,1500000.0,6.958904109589041,14.297937324492327,14.220976332738882,14.220976332738882,14.297937324492327,6.639875833826536,7.783640596221253,0.0,1.6094379124341003,2.0742913157035203,0
Khabri,2016-01-01,0,0,active,Software y Servicios B2B,9,44.0,6000.0,0.0,0,5,3.0,0,3,2239232.0,155000000.0,0,13,5.0,2239232.0,5,seed,2021-08-04,155000000.0,3.9342465753424656,14.621643954481003,18.858935681335133,18.858935681335133,14.621643954481003,8.699681400989514,0.0,0.0,3.8066624897703196,1.5961999915934644,1
Apurata,2016-01-01,0,0,active,Finanzas,9,22.0,2000.0,0.0,446,0,2.0,0,2,150000.0,150000.0,0,3,1.0,150000.0,2,seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,7.601402334583733,0.0,6.102558594613569,3.1354942159291497,1.9309256415528244,0
YourQuote,2016-01-01,0,0,active,Software y Servicios B2B,9,162.0,3000.0,261000.0,0,2,2.0,0,2,1125000.0,125000.0,0,3,2.0,1125000.0,2,seed,2021-03-22,125000.0,4.304109589041096,13.933294482509151,11.736077016252437,11.736077016252437,13.933294482509151,8.006700845440367,12.472279517715116,0.0,5.093750200806762,1.6684819142540308,0
SharpestMinds,2016-01-01,0,0,active,Educación,9,53.0,5000.0,0.0,0,2,2.0,0,2,120000.0,120000.0,0,3,1.0,120000.0,3,pre_seed,2018-01-04,120000.0,7.517808219178082,11.695255355062795,11.695255355062795,11.695255355062795,11.695255355062795,8.517393171418904,0.0,0.0,3.9889840465642745,2.1421590564762623,0
Edyst,2016-01-01,0,0,active,Educación,9,16.0,3000.0,1300.0,0,0,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-03-18,150000.0,6.317808219178082,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,8.006700845440367,7.170888478512505,0.0,2.833213344056216,1.9903108595274694,0
Loom.ai,2016-01-01,0,7,active,Software y Servicios B2B,9,20.0,3000.0,0.0,0,25,2.0,0,2,5850000.0,3000000.0,0,12,1.0,5850000.0,4,seed,2018-05-03,3000000.0,7.191780821917808,15.581952390148196,14.914123179965662,14.914123179965662,15.581952390148196,8.006700845440367,0.0,0.0,3.044522437723423,2.1031313128022404,0
Zinc Platform,2016-01-01,0,0,active,Finanzas,9,2.0,114.0,15.0,0,0,2.0,0,2,120000.0,120000.0,0,2,1.0,120000.0,2,seed,2017-08-21,120000.0,7.890410958904109,11.695255355062795,11.695255355062795,11.695255355062795,11.695255355062795,4.74493212836325,2.772588722239781,0.0,1.0986122886681098,2.184973275555699,0
High Earth Orbit Robotics,2016-01-01,0,0,active,Software y Servicios B2B,9,96.0,10000.0,0.0,30,5,2.0,0,2,7964759.0,12000000.0,0,7,2.0,7964759.0,4,series_a,2023-08-21,12000000.0,1.887671232876712,15.890537369045571,16.300417291085605,16.300417291085605,15.890537369045571,9.210440366976517,0.0,3.4339872044851463,4.574710978503383,1.060450375518816,1
SmartSite,2016-01-01,0,0,active,Bienes Raíces y Construcción,9,6.0,18.0,0.0,15,0,3.0,0,3,120000.0,120000.0,0,1,1.0,120000.0,1,seed,2016-08-22,120000.0,8.887671232876713,11.695255355062795,11.695255355062795,11.695255355062795,11.695255355062795,2.9444389791664403,0.0,2.772588722239781,1.9459101490553132,2.291288651060297,0
JetPack Aviation,2016-01-01,0,0,active,No Especificado,9,5.0,5000.0,46000.0,0,9,1.0,0,1,2749360.0,2000000.0,0,7,2.0,2749360.0,4,seed,2019-11-13,2000000.0,5.66027397260274,14.826879079005778,14.508658238524095,14.508658238524095,14.826879079005778,8.517393171418904,10.736418414365376,0.0,1.791759469228055,1.896160620733632,0
Legistify,2015-12-16,0,0,active,Software y Servicios B2B,9,91.0,11000.0,5000.0,334,10,2.0,0,2,4500000.0,4000000.0,0,11,2.0,4500000.0,5,series_a,2023-09-25,4000000.0,1.7917808219178082,15.319588176962746,15.201805169084134,15.201805169084134,15.319588176962746,9.305741456739435,8.517393171418904,5.814130531825066,4.5217885770490405,1.0266796796402333,1
Curtsy,2015-12-01,1,0,active,Software y Servicios B2B,9,51.0,2000.0,47000.0,0,10,4.0,1,3,12570000.0,11000000.0,0,14,4.0,12570000.0,6,series_a,2021-01-21,11000000.0,4.468493150684932,16.346823660120922,16.213405921671733,16.213405921671733,16.346823660120922,7.601402334583733,10.757924157061597,0.0,3.9512437185814275,1.699003103288918,1
Saleswhale,2015-12-01,0,0,active,Software y Servicios B2B,9,13.0,3000.0,375.0,246,3,3.0,1,2,6620000.0,5300000.0,0,9,4.0,6620000.0,4,series_a,2019-04-23,5300000.0,6.219178082191781,15.70560607897058,15.483217567201578,15.483217567201578,15.70560607897058,8.006700845440367,5.929589143389895,5.5093883366279774,2.6390573296152584,1.9767411073929713,1
Rose Rocket,2015-11-27,1,0,active,Software y Servicios B2B,9,120.0,11000.0,998.0,307,14,3.0,0,3,63000000.0,38000000.0,0,10,4.0,63000000.0,6,series_b,2023-06-20,38000000.0,2.0575342465753423,17.958645300228824,17.453096744006448,17.453096744006448,17.958645300228824,9.305741456739435,6.906754778648554,5.730099782973574,4.795790545596741,1.1176087893587647,1
Pop Meals,2015-11-17,0,0,active,Software y Servicios B2B,9,110.0,10000.0,0.0,1,9,3.0,1,2,27020000.0,18000000.0,0,21,2.0,27020000.0,5,series_b,2020-02-27,18000000.0,5.36986301369863,17.11208792750595,16.705882371415992,16.705882371415992,17.11208792750595,9.210440366976517,0.0,0.6931471805599453,4.709530201312334,1.8515779644389652,1
Superside,2015-11-01,5,0,active,Software y Servicios B2B,9,890.0,92000.0,53000.0,0,16,3.0,1,2,35120000.0,30000000.0,0,15,6.0,35120000.0,4,series_a,2021-12-14,30000000.0,3.572602739726028,17.374281355204992,17.216707972959764,17.216707972959764,17.374281355204992,11.429554725537322,10.87806606028079,0.0,6.792344427470809,1.5200825700793437,1
CareRev,2015-10-01,1,0,active,Salud,9,571.0,11000.0,4700.0,0,30,2.0,1,1,51288000.0,50000000.0,0,19,1.0,51288000.0,3,series_a,2021-04-26,50000000.0,4.208219178082191,17.752967384146967,17.72753358339242,17.72753358339242,17.752967384146967,9.305741456739435,8.45553053102413,0.0,6.349138991379798,1.6502379889059375,1
"Mason America, Inc.",2015-10-01,2,0,active,Software y Servicios B2B,9,261.0,5000.0,432.0,101,70,1.0,0,1,25120000.0,25000000.0,0,11,2.0,25120000.0,2,series_a,2019-08-14,25000000.0,5.909589041095891,17.03917493937319,17.034386422832473,17.034386422832473,17.03917493937319,8.517393171418904,6.07073772800249,4.624972813284271,5.568344503761097,1.9329101629423735,1
Sudden Coffee,2015-10-01,1,0,active,Consumo,9,2.0,396.0,5800.0,0,2,2.0,0,2,5020000.0,1700000.0,0,12,2.0,5020000.0,4,seed,2018-10-30,1700000.0,6.698630136986301,15.42894069087108,14.346139397261565,14.346139397261565,15.42894069087108,5.983936280687191,8.665785595466064,0.0,1.0986122886681098,2.0410424087453,0
ZiffyHomes,2015-09-22,0,0,active,Bienes Raíces y Construcción,9,20.0,2000.0,9000.0,273,14,3.0,0,3,1933675.0,1500000.0,0,7,2.0,1933675.0,4,seed,2019-10-19,1500000.0,5.728767123287671,14.47493341252245,14.220976332738882,14.220976332738882,14.47493341252245,7.601402334583733,9.105090961257085,5.6131281063880705,3.044522437723423,1.9063919356845416,0
Jopwell,2015-09-01,1,0,active,No Especificado,9,71.0,18000.0,17000.0,0,24,2.0,0,2,11870000.0,7500000.0,0,19,1.0,11870000.0,4,series_a,2017-09-25,7500000.0,7.794520547945205,16.289524850831846,15.830413711839864,15.830413711839864,16.289524850831846,9.798182590890704,9.741027444837728,0.0,4.276666119016055,2.17412886254157,1
Token Transit,2015-09-01,0,0,active,Bienes Raíces y Construcción,9,11.0,907.0,760.0,487,396,4.0,1,3,4117140.0,4117140.0,0,12,1.0,4117140.0,2,seed,2019-10-17,4117140.0,5.734246575342466,15.230669548404594,15.230669548404594,15.230669548404594,15.230669548404594,6.811244378601294,6.634633357861686,6.1903154058531475,2.4849066497880004,1.9072059365434886,0
OneChronos,2015-07-01,0,0,active,Finanzas,10,40.0,2000.0,0.0,42,23,2.0,1,1,81324994.0,32000000.0,0,11,1.0,81324994.0,5,series_b,2024-11-19,32000000.0,0.6383561643835617,18.213963968841977,17.281246492014,17.281246492014,18.213963968841977,7.601402334583733,0.0,3.7612001156935624,3.713572066704308,0.49369340036814024,1
Focal Systems,2015-06-04,0,0,active,Software y Servicios B2B,10,131.0,13000.0,0.0,140,47,2.0,0,2,41800000.0,25880000.0,0,6,3.0,41900000.0,6,series_b,2021-11-01,25880000.0,3.690410958904109,17.54840692141843,17.068981066236848,17.068981066236848,17.550796408758714,9.472781556562168,0.0,4.948759890378168,4.882801922586371,1.5455202031191957,1
PartnerStack,2015-06-01,1,0,active,Software y Servicios B2B,10,321.0,14000.0,1100.0,910,25,4.0,0,4,36173010.0,35000000.0,0,10,1.0,36173010.0,4,series_b,2021-05-26,35000000.0,4.126027397260274,17.40382384624734,17.370858648025116,17.370858648025116,17.40382384624734,9.546884034617925,7.00397413672268,6.814542897259958,5.7745515455444085,1.6343309726915982,1
Landed_2,2015-06-01,0,0,active,Bienes Raíces y Construcción,10,11.0,3000.0,2200.0,0,27,3.0,0,3,53120000.0,31000000.0,0,23,5.0,53120000.0,7,series_b,2021-09-15,31000000.0,3.819178082191781,17.788064081957753,17.249497794707484,17.249497794707484,17.788064081957753,8.006700845440367,7.696667081526462,0.0,2.4849066497880004,1.5726033911550668,1
zeroheight,2015-05-22,2,0,active,Software y Servicios B2B,10,57.0,11000.0,260.0,0,2,2.0,0,2,11172674.0,10000000.0,0,14,3.0,11172674.0,6,series_a,2021-08-03,10000000.0,3.936986301369863,16.228981623126458,16.118095750958314,16.118095750958314,16.228981623126458,9.305741456739435,5.564520407322694,0.0,4.060443010546419,1.5967550845857919,1
