nombre_de_la_empresa,fecha_de_fundacion,numero_de_marcas_registradas,numero_de_patentes_otorgadas,estado_operativo,categoria,antiguedad_de_la_empresa,empleados_en_linkedin,seguidores_en_linkedin,seguidores_en_facebook,seguidores_en_twitter,numero_de_articulos,numero_total_de_fundadores,numero_de_mujeres_fundadores,numero_de_hombres_fundadores,financiacion_total_por_acciones,ultima_financiacion_por_acciones,numero_de_inversiones_en_rondas_de_financiacion,numero_de_inversionistas,numero_de_inversionistas_principales,financiacion_total,numero_de_rondas_de_financiacion,tipo_de_ultima_financiacion,fecha_de_ultima_financiacion,monto_de_ultima_financiacion,años_desde_ultima_financiacion
YouTeam (YC W18),2017-01-01,0,0,active,Software y Servicios B2B,8,13.0,3000.0,0.0,0,6,3.0,0,3,765000.0,345000.0,0,5,3.0,765000.0,3,seed,2018-07-12,345000.0,7.0
Aurabeat,2017-01-01,5,0,active,Software y Servicios B2B,8,2.0,77.0,0.0,10,0,2.0,0,2,125000.0,125000.0,0,2,1.0,125000.0,2,pre_seed,2021-03-23,125000.0,4.301369863013699
Clupp,2016-12-16,0,0,active,Finanzas,8,18.0,2000.0,4300.0,200,8,2.0,1,1,1255000.0,500000.0,0,10,5.0,1255000.0,4,pre_seed,2021-12-03,500000.0,3.6027397260273974
GoLinks,2016-12-01,0,0,active,Software y Servicios B2B,8,54.0,17000.0,0.0,0,11,1.0,0,1,27000000.0,27000000.0,0,5,2.0,27000000.0,2,series_a,2022-02-01,27000000.0,3.4383561643835616
Deed,2016-11-01,1,0,active,Software y Servicios B2B,8,113.0,5000.0,67.0,124,25,3.0,1,2,12000000.0,10000000.0,0,12,2.0,12800000.0,3,series_a,2021-12-09,10000000.0,3.5863013698630137
70 Million Jobs,2016-10-05,0,0,active,No Especificado,8,11.0,1000.0,0.0,0,2,1.0,0,1,1150000.0,150000.0,0,8,2.0,1150000.0,3,seed,2019-03-18,150000.0,6.317808219178082
CureSkin,2016-10-01,0,0,active,Software y Servicios B2B,8,300.0,45000.0,68000.0,155,43,2.0,0,2,25500000.0,20000000.0,0,11,3.0,25500000.0,5,series_b,2024-03-13,20000000.0,1.326027397260274
Station,2016-10-01,0,0,active,Software y Servicios B2B,8,13.0,425.0,969.0,0,94,3.0,0,3,4883964.0,1000000.0,0,10,1.0,4883964.0,2,seed,2021-01-17,1000000.0,4.47945205479452
Hublo,2016-09-01,1,0,active,Software y Servicios B2B,8,515.0,16000.0,10000.0,825,10,8.0,0,8,26105285.0,22000000.0,0,5,2.0,26105285.0,4,series_a,2021-09-13,22000000.0,3.824657534246575
Gmelius,2016-09-01,2,0,active,Software y Servicios B2B,8,18.0,2000.0,3200.0,0,5,1.0,0,1,2397002.0,2000000.0,0,5,2.0,2397002.0,4,seed,2021-01-01,2000000.0,4.523287671232877
Headstart,2016-08-26,0,0,active,Educación,8,2.0,110.0,1500.0,667,24,2.0,0,2,16645000.0,5000000.0,0,20,1.0,16645000.0,9,seed,2019-09-15,5000000.0,5.821917808219178
Kernal Biologics,2016-08-01,1,7,active,Salud,8,15.0,4000.0,0.0,407,12,3.0,0,3,25000000.0,25000000.0,0,11,1.0,25000000.0,5,series_a,2022-07-07,25000000.0,3.010958904109589
Fieldproxy,2016-07-29,0,0,active,Software y Servicios B2B,8,20.0,9000.0,344.0,99,2,2.0,0,2,82500000.0,60000000.0,0,17,5.0,82500000.0,4,seed,2022-07-13,60000000.0,2.9945205479452053
LemonBox,2016-07-01,0,0,active,Software y Servicios B2B,9,12.0,2000.0,41.0,0,3,3.0,1,2,14500000.0,10000000.0,0,10,1.0,14500000.0,3,series_a,2021-10-29,10000000.0,3.6986301369863015
Haiku,2016-06-30,1,0,active,Software y Servicios B2B,9,2.0,155.0,801.0,0,7,1.0,0,1,3000000.0,3000000.0,0,7,1.0,3000000.0,1,seed,2018-04-18,3000000.0,7.232876712328767
Hatch,2016-06-06,1,0,active,Software y Servicios B2B,9,110.0,13000.0,883.0,226,14,2.0,0,2,13654836.0,11004836.0,0,5,3.0,13654836.0,3,series_a,2021-07-14,11004836.0,3.9917808219178084
Sendbox,2016-06-04,0,0,active,Consumo,9,60.0,1000.0,6200.0,0,7,2.0,0,2,1800000.0,1800000.0,0,11,3.0,1800000.0,3,seed,2021-10-18,1800000.0,3.728767123287671
Cosmic,2016-05-22,0,0,active,Software y Servicios B2B,9,8.0,425.0,263.0,0,2,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-03-18,150000.0,6.317808219178082
PAYFAZZ,2016-05-18,0,0,active,Finanzas,9,251.0,9000.0,0.0,0,22,3.0,0,3,74120000.0,53000000.0,2,16,4.0,74120000.0,5,series_b,2020-07-06,53000000.0,5.013698630136986
Flo Recruit,2016-05-01,2,0,active,Educación,9,51.0,4000.0,926.0,0,16,2.0,1,1,19848967.0,5034205.0,0,10,3.0,19848967.0,7,series_a,2025-05-20,5034205.0,0.13972602739726028
NexGenT,2016-05-01,1,0,active,Educación,9,1000.0,7000.0,21000.0,786,0,2.0,0,2,18100000.0,15000000.0,0,16,3.0,18100000.0,3,series_a,2018-11-27,15000000.0,6.6219178082191785
RankScience,2016-05-01,0,0,active,Software y Servicios B2B,9,7.0,574.0,92.0,435,2,2.0,0,2,1925000.0,1800000.0,0,13,1.0,1925000.0,4,seed,2018-10-08,1800000.0,6.758904109589041
Thematic,2016-04-20,1,0,active,Software y Servicios B2B,9,50.0,7000.0,238.0,484,22,2.0,1,1,1340000.0,1220000.0,0,2,2.0,1340000.0,2,seed,2017-11-29,1220000.0,7.616438356164384
Bottomless,2016-04-01,1,1,active,Software y Servicios B2B,9,20.0,46000.0,1500.0,0,7,2.0,1,1,6795000.0,4500000.0,0,11,2.0,6795000.0,5,series_a,2021-01-01,4500000.0,4.523287671232877
HireSweet,2016-04-01,0,0,active,No Especificado,9,25.0,6000.0,371.0,726,1,3.0,0,3,1950000.0,150000.0,0,8,1.0,1950000.0,3,seed,2020-03-16,150000.0,5.32054794520548
HitPay,2016-03-08,1,0,active,Finanzas,9,50.0,8000.0,0.0,70,64,2.0,0,2,18445000.0,15750000.0,0,4,1.0,18445000.0,2,series_a,2022-05-04,15750000.0,3.186301369863014
INKHUNTER,2016-02-01,0,0,active,Software y Servicios B2B,9,1.0,76.0,4600.0,990,9,2.0,1,1,160000.0,120000.0,0,3,1.0,160000.0,3,pre_seed,2018-07-18,120000.0,6.983561643835617
Pangea,2016-01-15,0,0,active,Educación,9,36.0,5000.0,538.0,265,4,2.0,0,2,2985000.0,2000000.0,0,17,2.0,2985000.0,5,seed,2021-07-29,2000000.0,3.9506849315068493
Copia,2016-01-04,4,0,active,Industria,9,112.0,7000.0,9000.0,0,53,2.0,2,0,4730000.0,150000.0,0,33,1.0,4730000.0,5,seed,2021-12-01,150000.0,3.6082191780821917
Replit,2016-01-01,9,1,active,Software y Servicios B2B,9,180.0,70000.0,6800.0,0,107,2.0,1,1,222020000.0,20000000.0,2,23,5.0,222020000.0,9,series_b,2023-11-06,20000000.0,1.6767123287671233
Wallarm,2016-01-01,2,2,active,Software y Servicios B2B,9,154.0,22000.0,862.0,0,112,2.0,0,2,40800000.0,30000000.0,0,7,2.0,40800000.0,5,series_b,2022-04-01,30000000.0,3.276712328767123
Proven Skincare,2016-01-01,0,0,active,Software y Servicios B2B,9,36.0,26000.0,22000.0,56,19,2.0,1,1,18200000.0,12200000.0,0,14,2.0,18200000.0,5,series_a,2023-09-12,12200000.0,1.8273972602739725
Humi,2016-01-01,0,0,active,Finanzas,9,212.0,19000.0,1100.0,0,32,4.0,0,4,38574188.0,25000000.0,0,23,3.0,47369608.0,9,series_b,2022-05-25,25000000.0,3.128767123287671
Nobell Foods,2016-01-01,2,18,active,Salud,9,80.0,8000.0,114.0,0,39,1.0,1,0,75000000.0,75000000.0,0,14,1.0,75000000.0,3,series_b,2021-07-22,75000000.0,3.96986301369863
Ribbon Health,2016-01-01,0,0,active,Software y Servicios B2B,9,12.0,10000.0,0.0,0,27,2.0,0,2,53750000.0,43500000.0,0,17,2.0,53750000.0,5,series_b,2021-11-16,43500000.0,3.649315068493151
Culture Biosciences,2016-01-01,0,6,active,Industria,9,84.0,10000.0,257.0,906,57,2.0,0,2,100620000.0,80000000.0,0,27,5.0,101595000.0,8,series_b,2021-10-14,80000000.0,3.73972602739726
Mattermost,2016-01-01,10,0,active,Software y Servicios B2B,9,155.0,17000.0,861.0,0,47,2.0,0,2,73500000.0,50000000.0,0,11,3.0,73500000.0,5,series_b,2019-06-19,50000000.0,6.063013698630137
Multiply Labs,2016-01-01,1,10,active,Industria,9,53.0,6000.0,3000.0,803,45,4.0,2,2,22700000.0,20000000.0,0,17,3.0,22700000.0,5,series_a,2021-04-14,20000000.0,4.241095890410959
Joy,2016-01-01,3,0,active,Software y Servicios B2B,9,454.0,4000.0,27000.0,0,42,2.0,0,2,107107496.0,60000000.0,0,32,6.0,107107496.0,8,series_b,2022-11-30,60000000.0,2.610958904109589
Sleep Reset,2016-01-01,1,0,active,Software y Servicios B2B,9,10.0,1000.0,875.0,114,14,1.0,1,0,12620000.0,10000000.0,0,15,1.0,12620000.0,3,series_a,2018-11-13,10000000.0,6.66027397260274
Helium Health,2016-01-01,0,0,active,Finanzas,9,140.0,15000.0,1600.0,0,32,4.0,0,4,62120000.0,30000000.0,0,27,5.0,62669870.0,8,series_b,2023-06-05,30000000.0,2.0986301369863014
Enzyme,2016-01-01,2,0,active,Software y Servicios B2B,9,22.0,2000.0,0.0,288,3,2.0,0,2,1970000.0,1850000.0,0,11,1.0,1970000.0,3,seed,2017-10-10,1850000.0,7.7534246575342465
Lucy Goods,2016-01-01,0,0,active,Industria,9,40.0,980.0,0.0,0,4,2.0,0,2,10000000.0,10000000.0,0,10,1.0,10000000.0,2,series_a,2020-02-24,10000000.0,5.3780821917808215
Farmstead,2016-01-01,0,0,active,Software y Servicios B2B,9,50.0,2000.0,13000.0,0,31,2.0,0,2,34444467.0,19424467.0,0,18,3.0,34444467.0,9,series_b,2021-10-21,19424467.0,3.7205479452054795
Pnoe,2016-01-01,1,5,active,Salud,9,78.0,5000.0,0.0,0,2,2.0,0,2,10300000.0,5800000.0,0,6,2.0,10300000.0,3,seed,2021-09-01,5800000.0,3.8575342465753426
Numida,2016-01-01,0,0,active,Finanzas,9,133.0,5000.0,21000.0,0,5,3.0,2,1,14650000.0,12300000.0,0,16,4.0,19650000.0,4,seed,2022-09-28,12300000.0,2.7835616438356166
Meitre,2016-01-01,0,0,active,Consumo,9,12.0,652.0,0.0,151,1,2.0,0,2,1720000.0,1600000.0,0,7,2.0,1720000.0,2,seed,2019-05-16,1600000.0,6.156164383561644
Kudi,2016-01-01,0,0,active,Finanzas,9,410.0,25000.0,0.0,0,12,2.0,0,2,12700397.0,6700000.0,0,8,2.0,12700397.0,6,series_a,2019-04-04,6700000.0,6.271232876712329
Shipamax,2016-01-01,0,0,active,Software y Servicios B2B,9,4.0,4000.0,300.0,547,7,2.0,1,1,9500000.0,7000000.0,0,17,3.0,9500000.0,4,series_a,2020-01-28,7000000.0,5.4520547945205475
Bonsai,2016-01-01,0,0,active,Finanzas,9,56.0,14000.0,874.0,0,11,3.0,0,3,120000.0,120000.0,0,1,1.0,120000.0,1,pre_seed,2016-03-22,120000.0,9.306849315068494
CrowdAI,2016-01-01,0,0,active,Software y Servicios B2B,9,8.0,3000.0,0.0,0,19,3.0,1,2,8370000.0,6250000.0,0,10,2.0,8370000.0,5,series_a,2021-04-08,6250000.0,4.257534246575342
Naborly,2016-01-01,0,0,active,Bienes Raíces y Construcción,9,11.0,1000.0,1100.0,740,7,2.0,0,2,13500000.0,5000000.0,0,24,2.0,13500000.0,4,seed,2021-08-19,5000000.0,3.893150684931507
Power Router,2016-01-01,0,0,active,Software y Servicios B2B,9,6.0,4000.0,0.0,202,0,1.0,1,0,125000.0,125000.0,0,1,1.0,125000.0,1,seed,2021-03-22,125000.0,4.304109589041096
Withfriends,2016-01-01,0,0,active,Consumo,9,3.0,225.0,0.0,258,0,3.0,1,2,150000.0,150000.0,0,1,1.0,150000.0,2,seed,2019-03-18,150000.0,6.317808219178082
ClearBrain,2016-01-01,0,0,active,Software y Servicios B2B,9,2.0,650.0,155.0,232,5,2.0,0,2,3240000.0,2000000.0,0,14,2.0,3240000.0,2,seed,2018-04-30,2000000.0,7.2
Officely,2016-01-01,1,0,active,Software y Servicios B2B,9,5.0,1000.0,156.0,0,2,2.0,0,2,2000000.0,2000000.0,0,4,1.0,2000000.0,2,seed,2021-12-09,2000000.0,3.5863013698630137
Kisan Network,2016-01-01,0,0,active,No Especificado,9,168.0,17000.0,0.0,275,26,2.0,0,2,3220000.0,3000000.0,0,9,3.0,3220000.0,3,seed,2020-01-30,3000000.0,5.446575342465754
Edwin,2016-01-01,0,0,active,Educación,9,10.0,147.0,23000.0,0,4,3.0,0,3,1500000.0,1500000.0,0,8,1.0,1500000.0,1,seed,2018-03-15,1500000.0,7.326027397260274
Unima,2016-01-01,0,0,active,Salud,9,10.0,725.0,0.0,223,4,4.0,1,3,3599300.0,33300.0,0,20,4.0,3649300.0,7,angel,2021-10-01,33300.0,3.7753424657534245
Circa,2016-01-01,1,0,active,Software y Servicios B2B,9,10.0,2000.0,0.0,0,2,3.0,0,3,560000.0,60000.0,0,8,1.0,560000.0,4,pre_seed,2021-12-02,60000.0,3.6054794520547944
Inspector Cloud,2016-01-01,0,0,active,Software y Servicios B2B,9,10.0,587.0,153.0,0,6,1.0,0,1,1355000.0,325000.0,0,7,4.0,1485000.0,8,seed,2021-04-05,325000.0,4.265753424657534
Precious,2016-01-01,1,0,active,Software y Servicios B2B,9,7.0,83.0,0.0,5,5,2.0,0,2,1120000.0,1000000.0,0,5,3.0,1120000.0,2,seed,2018-04-02,1000000.0,7.276712328767124
Audm,2016-01-01,2,0,active,Software y Servicios B2B,9,4.0,764.0,2400.0,0,9,2.0,0,2,1620000.0,1500000.0,0,3,2.0,1620000.0,2,seed,2018-07-27,1500000.0,6.958904109589041
Khabri,2016-01-01,0,0,active,Software y Servicios B2B,9,44.0,6000.0,0.0,0,5,3.0,0,3,2239232.0,155000000.0,0,13,5.0,2239232.0,5,seed,2021-08-04,155000000.0,3.9342465753424656
Apurata,2016-01-01,0,0,active,Finanzas,9,22.0,2000.0,0.0,446,0,2.0,0,2,150000.0,150000.0,0,3,1.0,150000.0,2,seed,2019-08-19,150000.0,5.895890410958904
YourQuote,2016-01-01,0,0,active,Software y Servicios B2B,9,162.0,3000.0,261000.0,0,2,2.0,0,2,1125000.0,125000.0,0,3,2.0,1125000.0,2,seed,2021-03-22,125000.0,4.304109589041096
SharpestMinds,2016-01-01,0,0,active,Educación,9,53.0,5000.0,0.0,0,2,2.0,0,2,120000.0,120000.0,0,3,1.0,120000.0,3,pre_seed,2018-01-04,120000.0,7.517808219178082
Edyst,2016-01-01,0,0,active,Educación,9,16.0,3000.0,1300.0,0,0,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-03-18,150000.0,6.317808219178082
Loom.ai,2016-01-01,0,7,active,Software y Servicios B2B,9,20.0,3000.0,0.0,0,25,2.0,0,2,5850000.0,3000000.0,0,12,1.0,5850000.0,4,seed,2018-05-03,3000000.0,7.191780821917808
Zinc Platform,2016-01-01,0,0,active,Finanzas,9,2.0,114.0,15.0,0,0,2.0,0,2,120000.0,120000.0,0,2,1.0,120000.0,2,seed,2017-08-21,120000.0,7.890410958904109
High Earth Orbit Robotics,2016-01-01,0,0,active,Software y Servicios B2B,9,96.0,10000.0,0.0,30,5,2.0,0,2,7964759.0,12000000.0,0,7,2.0,7964759.0,4,series_a,2023-08-21,12000000.0,1.8876712328767122
SmartSite,2016-01-01,0,0,active,Bienes Raíces y Construcción,9,6.0,18.0,0.0,15,0,3.0,0,3,120000.0,120000.0,0,1,1.0,120000.0,1,seed,2016-08-22,120000.0,8.887671232876713
JetPack Aviation,2016-01-01,0,0,active,No Especificado,9,5.0,5000.0,46000.0,0,9,1.0,0,1,2749360.0,2000000.0,0,7,2.0,2749360.0,4,seed,2019-11-13,2000000.0,5.66027397260274
Legistify,2015-12-16,0,0,active,Software y Servicios B2B,9,91.0,11000.0,5000.0,334,10,2.0,0,2,4500000.0,4000000.0,0,11,2.0,4500000.0,5,series_a,2023-09-25,4000000.0,1.7917808219178082
Curtsy,2015-12-01,1,0,active,Software y Servicios B2B,9,51.0,2000.0,47000.0,0,10,4.0,1,3,12570000.0,11000000.0,0,14,4.0,12570000.0,6,series_a,2021-01-21,11000000.0,4.468493150684932
Saleswhale,2015-12-01,0,0,active,Software y Servicios B2B,9,13.0,3000.0,375.0,246,3,3.0,1,2,6620000.0,5300000.0,0,9,4.0,6620000.0,4,series_a,2019-04-23,5300000.0,6.219178082191781
Rose Rocket,2015-11-27,1,0,active,Software y Servicios B2B,9,120.0,11000.0,998.0,307,14,3.0,0,3,63000000.0,38000000.0,0,10,4.0,63000000.0,6,series_b,2023-06-20,38000000.0,2.0575342465753423
Pop Meals,2015-11-17,0,0,active,Software y Servicios B2B,9,110.0,10000.0,0.0,1,9,3.0,1,2,27020000.0,18000000.0,0,21,2.0,27020000.0,5,series_b,2020-02-27,18000000.0,5.36986301369863
Superside,2015-11-01,5,0,active,Software y Servicios B2B,9,890.0,92000.0,53000.0,0,16,3.0,1,2,35120000.0,30000000.0,0,15,6.0,35120000.0,4,series_a,2021-12-14,30000000.0,3.5726027397260274
CareRev,2015-10-01,1,0,active,Salud,9,571.0,11000.0,4700.0,0,30,2.0,1,1,51288000.0,50000000.0,0,19,1.0,51288000.0,3,series_a,2021-04-26,50000000.0,4.208219178082191
"Mason America, Inc.",2015-10-01,2,0,active,Software y Servicios B2B,9,261.0,5000.0,432.0,101,70,1.0,0,1,25120000.0,25000000.0,0,11,2.0,25120000.0,2,series_a,2019-08-14,25000000.0,5.909589041095891
Sudden Coffee,2015-10-01,1,0,active,Consumo,9,2.0,396.0,5800.0,0,2,2.0,0,2,5020000.0,1700000.0,0,12,2.0,5020000.0,4,seed,2018-10-30,1700000.0,6.698630136986301
ZiffyHomes,2015-09-22,0,0,active,Bienes Raíces y Construcción,9,20.0,2000.0,9000.0,273,14,3.0,0,3,1933675.0,1500000.0,0,7,2.0,1933675.0,4,seed,2019-10-19,1500000.0,5.728767123287671
Jopwell,2015-09-01,1,0,active,No Especificado,9,71.0,18000.0,17000.0,0,24,2.0,0,2,11870000.0,7500000.0,0,19,1.0,11870000.0,4,series_a,2017-09-25,7500000.0,7.794520547945205
Token Transit,2015-09-01,0,0,active,Bienes Raíces y Construcción,9,11.0,907.0,760.0,487,396,4.0,1,3,4117140.0,4117140.0,0,12,1.0,4117140.0,2,seed,2019-10-17,4117140.0,5.734246575342466
OneChronos,2015-07-01,0,0,active,Finanzas,10,40.0,2000.0,0.0,42,23,2.0,1,1,81324994.0,32000000.0,0,11,1.0,81324994.0,5,series_b,2024-11-19,32000000.0,0.6383561643835617
Focal Systems,2015-06-04,0,0,active,Software y Servicios B2B,10,131.0,13000.0,0.0,140,47,2.0,0,2,41800000.0,25880000.0,0,6,3.0,41900000.0,6,series_b,2021-11-01,25880000.0,3.6904109589041094
PartnerStack,2015-06-01,1,0,active,Software y Servicios B2B,10,321.0,14000.0,1100.0,910,25,4.0,0,4,36173010.0,35000000.0,0,10,1.0,36173010.0,4,series_b,2021-05-26,35000000.0,4.126027397260274
Landed_2,2015-06-01,0,0,active,Bienes Raíces y Construcción,10,11.0,3000.0,2200.0,0,27,3.0,0,3,53120000.0,31000000.0,0,23,5.0,53120000.0,7,series_b,2021-09-15,31000000.0,3.819178082191781
zeroheight,2015-05-22,2,0,active,Software y Servicios B2B,10,57.0,11000.0,260.0,0,2,2.0,0,2,11172674.0,10000000.0,0,14,3.0,11172674.0,6,series_a,2021-08-03,10000000.0,3.936986301369863
Contraline,2015-05-20,0,17,active,Salud,10,23.0,3000.0,0.0,617,38,2.0,0,2,23830000.0,7200000.0,0,33,4.0,24630000.0,8,series_a,2022-11-10,7200000.0,2.665753424657534
Auro Robotics,2015-05-12,1,0,active,Software y Servicios B2B,10,13.0,2000.0,1800.0,0,20,3.0,0,3,2220000.0,2100000.0,0,5,1.0,2220000.0,2,seed,2016-04-26,2100000.0,9.210958904109589
Netomi,2015-05-01,0,0,active,Software y Servicios B2B,10,220.0,31000.0,279.0,577,35,1.0,0,1,52000000.0,30000000.0,0,25,3.0,52000000.0,4,series_b,2021-11-17,30000000.0,3.6465753424657534
Deako,2015-04-01,5,13,active,Bienes Raíces y Construcción,10,64.0,4000.0,3700.0,357,40,2.0,0,2,20120000.0,12500000.0,0,9,2.0,22220000.0,5,series_b,2021-03-15,12500000.0,4.323287671232877
AirX,2015-02-23,0,0,active,No Especificado,10,10.0,161.0,733.0,0,3,2.0,0,2,1380000000.0,1250000000.0,0,16,3.0,1380000000.0,5,series_b,2025-03-05,1250000000.0,0.34794520547945207
Sandbox Banking,2015-01-30,2,0,active,Finanzas,10,40.0,7000.0,0.0,0,39,2.0,1,1,6075000.0,4300000.0,0,11,2.0,6075000.0,8,seed,2022-11-17,4300000.0,2.6465753424657534
Aerones,2015-01-01,4,2,active,Industria,10,396.0,26000.0,6900.0,795,35,2.0,1,1,107386781.0,62000000.0,0,28,10.0,112929315.0,10,series_b,2025-06-02,62000000.0,0.10410958904109589
Replika,2015-01-01,1,1,active,Software y Servicios B2B,10,40.0,2000.0,55000.0,0,40,1.0,1,0,10920000.0,6500000.0,0,9,2.0,10920000.0,3,series_a,2017-11-30,6500000.0,7.6136986301369864
Paystack,2015-01-01,0,0,active,Finanzas,10,266.0,137000.0,13000.0,0,166,3.0,1,2,11625002.0,10205002.0,0,27,7.0,11675002.0,5,series_a,2018-08-28,10205002.0,6.8712328767123285
Akido Labs,2015-01-01,0,0,active,Software y Servicios B2B,10,80.0,3000.0,0.0,0,19,3.0,0,3,81620000.0,60000000.0,0,22,1.0,81620000.0,8,series_b,2025-05-15,60000000.0,0.15342465753424658
Deepgram,2015-01-01,1,7,active,Software y Servicios B2B,10,186.0,24000.0,588.0,0,54,2.0,0,2,85920000.0,47000000.0,0,21,8.0,85920000.0,8,series_b,2022-11-26,47000000.0,2.621917808219178
Eden,2015-01-01,0,0,active,Software y Servicios B2B,10,90.0,4000.0,1600.0,0,62,3.0,0,3,68000000.0,28000000.0,0,35,5.0,68000000.0,6,series_b,2020-03-03,28000000.0,5.3561643835616435
Thunkable,2015-01-01,2,0,active,Software y Servicios B2B,10,41.0,6000.0,6100.0,0,9,3.0,1,2,33420000.0,30000000.0,0,16,3.0,33644912.0,4,series_b,2022-02-28,30000000.0,3.3643835616438356
Inito,2015-01-01,0,0,active,Software y Servicios B2B,10,200.0,36000.0,0.0,0,31,2.0,0,2,13450000.0,6000000.0,0,7,4.0,13450000.0,7,series_a,2023-11-15,6000000.0,1.652054794520548
iSono Health,2015-01-01,2,3,active,Software y Servicios B2B,10,25.0,3000.0,596.0,443,17,2.0,1,1,5457679.0,1837679.0,0,5,3.0,6448679.0,5,seed,2025-03-26,1837679.0,0.29041095890410956
Enso,2015-01-01,0,0,active,Software y Servicios B2B,10,25.0,2000.0,0.0,0,0,2.0,1,1,30625000.0,16500000.0,0,10,2.0,30625000.0,4,seed,2022-04-19,16500000.0,3.2273972602739724
GetAccept,2015-01-01,1,0,active,Software y Servicios B2B,10,170.0,15000.0,2500.0,0,24,4.0,0,4,28720000.0,20000000.0,0,8,4.0,28720000.0,4,series_b,2020-12-07,20000000.0,4.5917808219178085
Revl,2015-01-01,1,0,active,Software y Servicios B2B,10,23.0,1000.0,21000.0,466,22,3.0,0,3,17450000.0,8800000.0,0,18,3.0,17450000.0,5,series_a,2020-02-25,8800000.0,5.375342465753425
Playment,2015-01-01,0,0,active,Software y Servicios B2B,10,1000.0,374000.0,0.0,0,23,3.0,0,3,2420000.0,1600000.0,0,6,5.0,2470000.0,4,seed,2017-11-21,1600000.0,7.638356164383562
Validere,2015-01-01,1,6,active,Software y Servicios B2B,10,60.0,8000.0,17.0,13,21,2.0,0,2,68061264.0,55000000.0,0,31,5.0,69261264.0,9,series_b,2022-03-15,55000000.0,3.3232876712328765
Beek,2015-01-01,0,0,active,Software y Servicios B2B,10,16.0,7000.0,0.0,0,10,2.0,1,1,13125000.0,13000000.0,0,19,1.0,13125000.0,3,series_a,2023-02-02,13000000.0,2.4356164383561643
Pocket Worlds,2015-01-01,0,0,active,Software y Servicios B2B,10,114.0,7000.0,0.0,0,20,3.0,0,3,10000000.0,7000000.0,0,12,2.0,10000000.0,2,series_a,2021-01-28,7000000.0,4.449315068493151
Triplebyte,2015-01-01,0,0,active,Software y Servicios B2B,10,9.0,8000.0,22000.0,0,18,3.0,0,3,48120000.0,35000000.0,0,33,4.0,48120000.0,4,series_b,2019-04-11,35000000.0,6.252054794520548
Vetcove,2015-01-01,0,0,active,Salud,10,250.0,16000.0,3600.0,513,1,2.0,0,2,3025000.0,3025000.0,0,21,2.0,3025000.0,1,pre_seed,2016-08-22,3025000.0,8.887671232876713
Prenda,2015-01-01,1,0,active,Educación,10,261.0,8000.0,7600.0,0,4,3.0,1,2,45802599.0,20000000.0,0,14,3.0,45802599.0,6,series_b,2022-06-13,20000000.0,3.0767123287671234
Reliance Health,2015-01-01,0,0,active,Finanzas,10,668.0,114000.0,0.0,0,5,3.0,0,3,48267388.0,40000000.0,0,15,2.0,48267388.0,3,series_b,2022-02-01,40000000.0,3.4383561643835616
TransAstra,2015-01-01,0,0,active,Industria,10,34.0,11000.0,0.0,0,28,1.0,0,1,7025000.0,4000000.0,0,16,1.0,7025000.0,4,seed,2021-09-10,4000000.0,3.8328767123287673
KidPass,2015-01-01,2,0,active,Educación,10,10.0,2000.0,37000.0,781,8,3.0,0,3,11600000.0,5500000.0,0,23,1.0,11600000.0,4,series_b,2019-05-31,5500000.0,6.115068493150685
Breathe Well-being,2015-01-01,0,0,active,Salud,10,212.0,45000.0,41000.0,36,7,2.0,0,2,12804600.0,500000000.0,0,14,3.0,12804600.0,4,series_b,2023-01-19,500000000.0,2.473972602739726
AON3D,2015-01-01,0,2,active,Industria,10,77.0,5000.0,670.0,0,5,3.0,0,3,14300000.0,11500000.0,0,16,2.0,14300000.0,3,series_a,2021-09-02,11500000.0,3.8547945205479452
Vinebox,2015-01-01,2,0,active,Consumo,10,4.0,2000.0,37000.0,0,8,2.0,1,1,6020000.0,5900000.0,0,5,2.0,6020000.0,3,series_a,2019-01-19,5900000.0,6.476712328767123
Zenysis,2015-01-01,0,0,active,Software y Servicios B2B,10,42.0,4000.0,0.0,391,2,2.0,0,2,21900000.0,13300000.0,0,10,1.0,21900000.0,3,series_b,2022-06-22,13300000.0,3.052054794520548
Cityfurnish,2015-01-01,0,0,active,Bienes Raíces y Construcción,10,195.0,26000.0,22000.0,0,14,2.0,0,2,7650000.0,2500000.0,0,18,5.0,10150000.0,6,series_a,2022-11-11,2500000.0,2.663013698630137
GoLorry,2015-01-01,0,0,active,Software y Servicios B2B,10,20.0,704.0,0.0,4,0,3.0,0,3,294998.0,174998.0,0,2,1.0,294998.0,2,seed,2018-09-05,174998.0,6.8493150684931505
Invofox,2015-01-01,0,0,active,Finanzas,10,53.0,3000.0,0.0,36,1,3.0,0,3,500000.0,500000.0,0,1,1.0,500000.0,1,pre_seed,2022-08-22,500000.0,2.884931506849315
Gas Pos,2015-01-01,0,0,active,Finanzas,10,15.0,588.0,526.0,266,80,1.0,0,1,4375000.0,150000.0,0,7,2.0,4375000.0,6,seed,2020-03-16,150000.0,5.32054794520548
Amberbox Gunshot Detection,2015-01-01,0,0,active,No Especificado,10,41.0,43000.0,116.0,61,1,1.0,0,1,2120000.0,2120000.0,0,4,1.0,2120000.0,2,seed,2016-12-01,2120000.0,8.610958904109589
