founder_name;company_name;last_funding_type;gender
Paul-Louis Venard;Phospho;pre_seed;male
Pierre-Louis Biojout;Phospho;pre_seed;male
Dhruhin Kurli;Patchwork;pre_seed;male
Nikki Shah;Patchwork;pre_seed;female
Alex Choi;Basalt Tech;seed;male
Maximillian Bhatti;Basalt Tech;seed;male
David Hu;Magic Hour;pre_seed;male
Runbo Li;Magic Hour;pre_seed;male
Akshit Khurana;Narrative;pre_seed;male
Suchit Dubey;Narrative;pre_seed;male
Amin Akhtar;Revamp AI;pre_seed;male
Stephen Campbell;Revamp AI;pre_seed;male
Leonard Platzer;Deasie;seed;male
Mikko Peiponen;Deasie;seed;male
Reece Griffiths;Deasie;seed;male
Josh Kim;Artos;pre_seed;male
Varun Patel;Artos;pre_seed;male
Aurelien Aubert;Cargo;pre_seed;male
Maxence de Villepion;Cargo;pre_seed;male
Neel Master;Cedana;pre_seed;male
Niranjan Ravichandra;Cedana;pre_seed;male
Eamonn Gahan;Struct;pre_seed;male
Fatma Akcay;Struct;pre_seed;female
Joshua Ramette;Undermind;pre_seed;male
Thomas Hartke;Undermind;pre_seed;male
Paul Lafforgue;Parallel 1245;seed;male
Benji Visser;Xeol;seed;male
ShiHan Wan;Xeol;seed;male
Jojo Ortiz;CambioML;pre_seed;female
Rachel Hu;CambioML;pre_seed;female
Dexter Horthy;HumanLayer;pre_seed;male
Jake Malone;Pointhound;pre_seed;male
Jay Reno;Pointhound;pre_seed;male
Jay Reno;Pointhound;pre_seed;male
Mor Sela;Cardinal;pre_seed;male
Nadav (Wiz) Weizmann;Cardinal;pre_seed;male
Arkadiy Telegin;Leaping AI;pre_seed;male
Kevin Wu;Leaping AI;pre_seed;male
Shraey Bhatia;Leaping AI;pre_seed;male
Daniyal Afzal;Decoda Health;pre_seed;male
Kevin Cheng;Decoda Health;pre_seed;male
Christopher Carlson;ParcelBio;seed;male
David Weinberg;ParcelBio;seed;male
Siddharth Girdhar;Pivot Robots;seed;male
Vignesh Rajmohan;Pivot Robots;seed;male
Jesse Vollmar;Precip;seed;male
Michael Asher;Precip;seed;male
Sam Pierce Lolla;Precip;seed;male
Ian Ownbey;Pierre;pre_seed;male
Jacob Thornton;Pierre;pre_seed;male
Gabriel Banks;Quill AI;pre_seed;male
Kartik Donepudi;Quill AI;pre_seed;male
Abiram Vijayakumar;AltiusHub;seed;male
Siddharth Reddy;AltiusHub;seed;male
Jan Damm;Dataleap;pre_seed;male
Jan Ruettinger;Dataleap;pre_seed;male
Rachit Kataria;Centralize;pre_seed;male
William Wang;Centralize;pre_seed;male
Blake Rouse;Buster;pre_seed;male
Dallin Bentley;Buster;pre_seed;male
Aleks Đekić;Alguna;pre_seed;male
Jamie MacLeod;Alguna;pre_seed;male
Emma Nazim;Constructable;pre_seed;female
John Yoder;Constructable;pre_seed;male
Molly Abbott;Constructable;pre_seed;female
Abdullah Elqabbany;DraftAid;pre_seed;male
Mohammed Al-arnawoot;DraftAid;pre_seed;male
Tahsin Rahman;DraftAid;pre_seed;male
Adam Skrocki;RadMate AI;pre_seed;male
Mohamed Khalifa;RadMate AI;pre_seed;male
Eric Rowell;Second;pre_seed;male
Anand Valavalkar;Twine;pre_seed;male
Divyesh Khatri;Twine;pre_seed;male
Omar Imtiaz;Twine;pre_seed;male
Finn Brown;Aqua Voice;pre_seed;male
Jack McIntire;Aqua Voice;pre_seed;male
Fabien-Pierre Nicolas;Titan AI;pre_seed;male
TJ Murphy;Titan AI;pre_seed;male
Victor Ceitelis;Titan AI;pre_seed;male
Kevin Kim;Remy Security;pre_seed;male
Sten Sjöberg;Remy Security;pre_seed;male
Owen Colegrove;SciPhi;pre_seed;male
Kehinde Williams;Shepherd_1;pre_seed;male
Marcella Imoisili;Shepherd_1;pre_seed;female
Moyo Orekoya;Shepherd_1;pre_seed;male
Alexandru Turcanu;emojis.com;pre_seed;male
Dylan Player;emojis.com;pre_seed;male
Devishi Jha;Leafpress;pre_seed;female
Jianna Liu;Leafpress;pre_seed;female
Arjun Sahai;Surface Labs;pre_seed;male
Saharsh Agrawal;Surface Labs;pre_seed;male
Julia Wu;Spark;pre_seed;female
Tae Hoon Kim;Spark;pre_seed;male
Annabell V.;CoCrafter;pre_seed;female
Johannes Lutz;CoCrafter;pre_seed;male
Philipp Rollwage;CoCrafter;pre_seed;male
Konstantin Paulus;Diffusion Studio;pre_seed;male
Matthias Ruiz Hamacher;Diffusion Studio;pre_seed;male
Sidharth Choraria;Infinity;pre_seed;male
Sourav Choraria;Infinity;pre_seed;male
Nabil Baugher;Baseline AI;pre_seed;male
Zoe Sheill;Baseline AI;pre_seed;female
Alan Zabihi;Superagent;pre_seed;male
Ismail Pelaseyed;Superagent;pre_seed;male
Andrew Wagner;Odo;pre_seed;male
Yooni Ahn;Odo;pre_seed;female
Alan Wang;Serra Technologies;pre_seed;male
Albert Stanley;Serra Technologies;pre_seed;male
Rohan Arora;Meru_1;pre_seed;male
Venkat Krishnan;Meru_1;pre_seed;male
Andrew Bass;Poka Labs;pre_seed;male
Malay Shah;Poka Labs;pre_seed;female
Ankit Goyal;Baselit;pre_seed;male
Sahil Singla;Baselit;pre_seed;male
Shubham Rana;Baselit;pre_seed;male
David Millard;Azalea Robotics Corporation;pre_seed;male
John B. Stroud;Azalea Robotics Corporation;pre_seed;male
Dominik Middelmann;mdhub;pre_seed;male
Efrén A. Lamolda;mdhub;pre_seed;male
Alan Liu;Health Harbor;pre_seed;male
Gloria Wu;Health Harbor;pre_seed;female
Nathan Amin;Health Harbor;pre_seed;male
Qinyu Tong;Glide;pre_seed;female
Tushar Soni;Glide;pre_seed;male
Pasquale Antonante;Relari;pre_seed;male
Yi Zhang;Relari;pre_seed;female
Samuel Akinwunmi;Bilanc;pre_seed;male
Brandt Lawson;Carma;pre_seed;male
Muhammad Alasgarli;Carma;pre_seed;male
Bryant Lee;Vaero;seed;male
Earl Hathaway;Vaero;seed;male
Natalia Neha Khosla;Simbie Health;pre_seed;female
Natalia Perina;Simbie Health;pre_seed;female
Rachel O Driscoll;Simbie Health;pre_seed;female
Erick Enriquez;InQuery;pre_seed;male
Khalil Miri;InQuery;pre_seed;male
Alexander Belanger;Hatchet;pre_seed;male
Gabriel Ruttner;Hatchet;pre_seed;male
Ishita Bhandari;Watto AI;pre_seed;female
Rishabh Panwar;Watto AI;pre_seed;male
Suryansh Soni;Watto AI;pre_seed;male
Jithin James;Exploding Gradients;pre_seed;male
Shahul ES;Exploding Gradients;pre_seed;male
Aniket Gupta;xPay;pre_seed;male
Rakshit Bansal;xPay;pre_seed;male
Mamal Amini;GovernGPT;pre_seed;male
Oliver Walerys;GovernGPT;pre_seed;male
Achyuta Iyengar;Mica AI;pre_seed;male
Bharadwaj Swaminathan;Mica AI;pre_seed;male
Jai Yarlagadda;Mica AI;pre_seed;male
Joseph Palakapilly;Meticulate;seed;male
Wilbur Li;Meticulate;seed;male
Oliver Colebourne;Aglide;pre_seed;male
Patrick D. McGuckian;Aglide;pre_seed;male
Jordan Wick;Intercept;pre_seed;male
Sasha Zhang;Intercept;pre_seed;female
Cipriano Echavarria;Palomma;seed;male
Felipe Monsalve;Palomma;seed;male
Nicolás Gómez del Campo;Palomma;seed;male
Patrick Koperwas;Veles;pre_seed;male
Simon Ooley;Veles;pre_seed;male
Kay Li;SiLogy;pre_seed;female
Paul Kim;SiLogy;pre_seed;male
Joel Alexander;Parea AI;pre_seed;male
Joschka Braun;Parea AI;pre_seed;male
Aiden Bai;Million;pre_seed;male
Agam Jain;TensorFuse;pre_seed;male
Samagra Sharma;TensorFuse;pre_seed;male
Leon Hergert;Spherecast;pre_seed;male
Pascal Schindler;Spherecast;pre_seed;male
Paul Dietrich;Spherecast;pre_seed;male
Felix Wang;Focal_2;pre_seed;male
Robert Cunningham;Focal_2;pre_seed;male
Harsha Srijay;Linc AI;pre_seed;male
Rahul Prakash;Linc AI;pre_seed;male
Shrey Sambhwani;Linc AI;pre_seed;male
Diva Sharma;Flair Health;pre_seed;female
Shobha Dasari;Flair Health;pre_seed;female
Arjun Murthy;Maven Bio;pre_seed;male
Michael Brady;Maven Bio;pre_seed;male
Anish Agrawal;Chatter;pre_seed;male
Kasyap Chakra;Chatter;pre_seed;male
Robert Timms;Ionworks;pre_seed;male
Valentin Sulzer;Ionworks;pre_seed;male
Fulton Wang;Guide Labs;pre_seed;male
Julius Adebayo;Guide Labs;pre_seed;male
Andrew Porter;Curo;pre_seed;male
Kieran White;Curo;pre_seed;male
Joseph Wang;SyntheticFi;pre_seed;male
Tony Yang;SyntheticFi;pre_seed;male
Samraaj Singh Bath;ion design;pre_seed;male
Samuel Barnholdt;ion design;pre_seed;male
Mariam Ahmed;Menza;pre_seed;female
Qasim Munye;Menza;pre_seed;male
Adrian Ziegler;CloudCruise;pre_seed;male
Felix Eckert;CloudCruise;pre_seed;male
Vere Whittome;CloudCruise;pre_seed;female
Derek Feehrer;Kite;pre_seed;male
Todd Ashley;Kite;pre_seed;male
Adria Ferrier;Elayne;pre_seed;female
Jake (Graf) Grafenstein;Elayne;pre_seed;male
Hankel BAO;Coldreach;pre_seed;male
Xiaohan Shen;Coldreach;pre_seed;female
Matthew Wildoer;Atopile;pre_seed;male
Narayan Powderly;Atopile;pre_seed;male
Timothée Peter;Atopile;pre_seed;male
Aaron Lee;Glade;pre_seed;male
Daniel Fang;Glade;pre_seed;male
Emre Gucer;Fume;pre_seed;male
Metehan Oz;Fume;pre_seed;male
Hayden Housen;Sonauto;pre_seed;male
Ryan Tremblay;Sonauto;pre_seed;male
Chenyu Li;Abel;pre_seed;male
Sean Safahi;Abel;pre_seed;male
Naresh Ramesh;CodeStory;pre_seed;male
Sandeep Pani;CodeStory;pre_seed;male
Hemant Gangolia;Inri;pre_seed;male
Nishad Shah;Inri;pre_seed;male
Raghav Choudhary;Inri;pre_seed;male
Eric Kim;Inari;pre_seed;male
Frank Lee;Inari;pre_seed;male
Paul Lafforgue;Kiosk;pre_seed;male
Thomas Sohet;Kiosk;pre_seed;male
Daniel Wolf;Carousel Technologies;pre_seed;male
Jude Rizzo;Carousel Technologies;pre_seed;male
Anmol Sood;Alai;pre_seed;male
Krishna Gupta;Alai;pre_seed;male
Lucas Urbisaia;Praxos;pre_seed;male
Soheil Sadabadi;Praxos;pre_seed;male
Ankur Rustagi;Sero AI;pre_seed;male
Jonas Nelle;Autotab;pre_seed;male
Constantin Schreiber;Fastgen;pre_seed;male
David Nordhausen;Fastgen;pre_seed;male
Mike Mahlkow;Fastgen;pre_seed;male
Maggie Zhang;Glaze;pre_seed;female
Pearl Li;Glaze;pre_seed;female
Savannah Liu;Glaze;pre_seed;female
Leon Zhang;BetterBasket;pre_seed;male
Vagelis Viskadouros;BetterBasket;pre_seed;male
Diandre Ruiz;Soundry AI;pre_seed;male
Justin Parus;Soundry AI;pre_seed;male
Mark Buckler;Soundry AI;pre_seed;male
Jet Zhou;Parasale;pre_seed;male
Josh Valdez;Parasale;pre_seed;male
Antoine Dewez;Quivr;pre_seed;male
Brian Laleye;Quivr;pre_seed;male
Stan Girard;Quivr;pre_seed;male
Harsh Bhatt;Autumn Labs;pre_seed;male
Prathik Muppidi;Autumn Labs;pre_seed;male
Sam Monga;Autumn Labs;pre_seed;male
Josh Gardner;AiFlow;pre_seed;male
Nicholas Manske;AiFlow;pre_seed;male
Eyal Dulberg;KoalaOps;pre_seed;male
Nadav Erell;KoalaOps;pre_seed;male
Oded Regev;KoalaOps;pre_seed;male
Roy Libman;KoalaOps;pre_seed;male
Daniel R. Shkreli;DGI Apparel;pre_seed;male
Grant Fuhr;DGI Apparel;pre_seed;male
Ian Hinkley;DGI Apparel;pre_seed;male
Faraz Rana;Affinity Learning;seed;male
Peter Greczner;Affinity Learning;seed;male
Effy Zhang;Baserun;pre_seed;female
Ashi Agrawal;Kobalt Labs;seed;female
Kalyani Ramadurgam;Kobalt Labs;seed;female
Varun Jain;Viva Labs;pre_seed;male
Vishal Jain;Viva Labs;pre_seed;male
Lucas Switzer;Arcane;pre_seed;male
Rohan Mehta;Arcane;pre_seed;male
Rohit Chaparala;Hemingway;pre_seed;male
Sam Detjen;Hemingway;pre_seed;male
Hussein Syed;Arcimus;pre_seed;male
Omar Dadabhoy;Arcimus;pre_seed;male
Christopher Lau;Nanograb;pre_seed;male
Debesh Mandal;Nanograb;pre_seed;male
Shanil Panara;Nanograb;pre_seed;female
Varsha Walsh;Offstream;pre_seed;female
Zach Janicki;Offstream;pre_seed;male
Casey Traina;Overlap;pre_seed;male
EricBuzz Rubenstein;Overlap;pre_seed;male
Jonathan Baer;Overlap;pre_seed;male
Akash Kumar;DIME;pre_seed;male
Ashish Bajaj;DIME;pre_seed;male
Cleophus Robinson IV;Wattson Health;pre_seed;male
Justin Spitz;Wattson Health;pre_seed;male
Andrew Luo;Baseplate;pre_seed;male
Ani Gottiparthy;Baseplate;pre_seed;female
Roger Cawdette;Village Labs;pre_seed;male
Turja Chowdhury;Village Labs;pre_seed;male
Daiyi Yang;Empower;pre_seed;male
Yulong Liu;Empower;pre_seed;male
Cornelius von Einem;Sizeless;pre_seed;male
Roger Belsunce;Sizeless;pre_seed;male
Harshith Mullapudi;Tegon;pre_seed;male
Manik Aggarwal;Tegon;pre_seed;male
Manoj Reddy;Tegon;pre_seed;male
Caleb Van Dyke;LaunchFlow;pre_seed;male
Joshua Tanke;LaunchFlow;pre_seed;male
Spencer Forman;LaunchFlow;pre_seed;male
Derrick Wolbert;Numo;pre_seed;male
Q. Carlson;Numo;pre_seed;male
Reuben Balik;Numo;pre_seed;male
Jeffrey Lamothe;Anaphero;pre_seed;male
Ryan Gallagher;Anaphero;pre_seed;male
Andrew Hoskins;Upfront;pre_seed;male
Thomas Stephens;Upfront;pre_seed;male
Akshay Megharaj;Wuri;pre_seed;male
Pratik Gangwal;Wuri;pre_seed;male
Davis Palmie;PocketPod;pre_seed;male
Ross Cefalu;PocketPod;pre_seed;male
Ahmad Roumie;BabylonAI;pre_seed;male
Rangel Milushev;BabylonAI;pre_seed;male
Eric Meier;Can of Soup;pre_seed;male
Gabriel Birnbaum;Can of Soup;pre_seed;male
Ian Dardani;Biocartesian;pre_seed;male
Jess Li;Biocartesian;pre_seed;male
Jean Kaddour;SevnAI;pre_seed;female
Srijan Patel;SevnAI;pre_seed;male
Edward Huang;Finbar;pre_seed;male
Robin Gan;Finbar;pre_seed;male
David Lalor;Swift;pre_seed;male
Rakeeb Hossain;Swift;pre_seed;male
Eli Semory;Texel.ai;pre_seed;male
Rahul Sheth;Texel.ai;pre_seed;male
Alex Luis;Raz;pre_seed;male
Rob Haber;Raz;pre_seed;male
Andrew (Sounho) Chung;Weavel;pre_seed;male
Hyun Jie Jung;Weavel;pre_seed;male
Junyoung Park;Weavel;pre_seed;male
Tim Jang;TrendUp;pre_seed;male
Raj Dosanjh;Stitch Technologies;pre_seed;male
Till Kern;Stitch Technologies;pre_seed;male
Christel Ilaka;VaultPay;pre_seed;female
Ntambwa Basambombo;VaultPay;pre_seed;male
Jamison Mercurio;Mango Health;pre_seed;male
Zachary Gittelman;Mango Health;pre_seed;male
Alec Xiang;Lifelike;pre_seed;male
Jonathan Yin;Lifelike;pre_seed;male
Jonathan Kelley;DioxusLabs;pre_seed;male
Aidan Lee;Kontractify;seed;male
Anand Nanduri;Kontractify;seed;male
Justin May;Kontractify;seed;male
Parsa Modareszadeh;Velorum Therapeutics;pre_seed;male
Pouya Modareszadeh;Velorum Therapeutics;pre_seed;male
Royal Jain;CodeParrot;pre_seed;male
Vedant Agarwala;CodeParrot;pre_seed;male
Jonathan Tiret;Upstream;pre_seed;male
Louis Lecat;Upstream;pre_seed;male
Dani Penev;Slicker;pre_seed;male
Ivan Valkov;Slicker;pre_seed;male
Arman Rafati;Glimmer;pre_seed;male
Praneeth Guduguntla;Glimmer;pre_seed;male
Emil Fröberg;Vectorview;pre_seed;male
Lukas Petersson;Vectorview;pre_seed;male
Elliot Tague;SynsoryBio;pre_seed;male
Nathan Tague;SynsoryBio;pre_seed;male
Aman Gottumukkala;Firebender;pre_seed;male
Kevin Tang;Firebender;pre_seed;male
Alex Liao;Dragoneye;pre_seed;male
Lucas Jaggernauth;Speck;pre_seed;male
Raghav Pillai;Speck;pre_seed;male
Aditya Ganapathi;HeyPurple;pre_seed;male
Josh Passell;HeyPurple;pre_seed;male
Ryan Ali;HeyPurple;pre_seed;male
Ali Shobeiri;Vizly;pre_seed;male
Sami Sahnoune;Vizly;pre_seed;male
Garrett Graves;Quantic;pre_seed;male
Grant Margerum;Quantic;pre_seed;male
Hansen Qian;Lightski;pre_seed;male
Richard Hwang;Lightski;pre_seed;male
Bowen Xue;Trench;pre_seed;male
Max Wu;Trench;pre_seed;male
Ethan Chang;Forge Rewards;pre_seed;male
Isaac Kan;Forge Rewards;pre_seed;male
Sarang Zambare;Cerelyze;pre_seed;male
Kumar Abhirup;Merse;pre_seed;male
Mark Rachapoom;Merse;pre_seed;male
Andrew Aikawa;Trainy;pre_seed;male
Roanak Baviskar;Trainy;pre_seed;male
Dmitry Ilyevsky;Apoxy;pre_seed;male
Nikith Hosangadi;Preloop;pre_seed;male
Tejas Hosangadi;Preloop;pre_seed;male
Mayank Agrawal;Roundtable;pre_seed;male
Dillon Nys;Celest;pre_seed;male
Anuhya Vajapey;Casehopper;pre_seed;female
Juan Ortiz;Casehopper;pre_seed;male
Aaron Villalpando;Gloo;seed;male
Vaibhav Gupta;Gloo;seed;male
Justus Mattern;Revideo;pre_seed;male
Konstantin Hohr;Revideo;pre_seed;male
John Ott;Zelos Cloud;pre_seed;male
Michael Jaradah;Zelos Cloud;pre_seed;male
Taylor Keairns;Zelos Cloud;pre_seed;female
Guillaume Genthial;Fragment;pre_seed;male
Olivier Moindrot;Fragment;pre_seed;male
Arnav Wadehra;Browser Buddy;pre_seed;male
Jeremy Suh;Browser Buddy;pre_seed;male
Mohammed Muslim;Browser Buddy;pre_seed;male
Adam Miller;Inlet;pre_seed;male
Sean Adler;Inlet;pre_seed;male
Jana Mithrakumar;ProdTrace;pre_seed;female
Saelig Khattar;ProdTrace;pre_seed;male
Wael Al Sallami;CraftOS;pre_seed;male
Andrew Kim;Finex;pre_seed;male
Uladzislau Radkevich;Finex;pre_seed;male
David Chen;Noya Software;pre_seed;male
Devin Abbott;Noya Software;pre_seed;male
Anthony Trasatti;Ontra Mobility;pre_seed;male
Connor Riley;Ontra Mobility;pre_seed;male
Devon Copeland;Serial;pre_seed;male
Tak Alguire;Serial;pre_seed;male
Daniel Schofield;Telophase;pre_seed;male
Ethan Blackburn;Telophase;pre_seed;male
Flynn Trager;Instaclass;pre_seed;male
Moe Khalil;Instaclass;pre_seed;male
Porter Weisberg;Instaclass;pre_seed;male
Deniz Kavi;Tamarind Bio;seed;male
Sherry L.;Tamarind Bio;seed;female
Akeem Williams;Thread;pre_seed;male
Harsha Vankayalapati;Thread;pre_seed;male
Yuheng Wang;Thread;pre_seed;male
Divyagnan Kandala;LinkGrep;pre_seed;female
TJ Kandala;LinkGrep;pre_seed;male
Idan Shahar;Wand Solar;pre_seed;male
Itai Peri;Wand Solar;pre_seed;male
Eoghan Mulcahy;ten.dev;pre_seed;male
Liam Mulcahy;ten.dev;pre_seed;male
Dasha Cherepennikova;Line.Build;pre_seed;female
Stephanie Vasquez;Line.Build;pre_seed;female
Andy Qin;Humanlike;pre_seed;male
Christopher Kindl;Tremor;pre_seed;male
Severin Landolt;Tremor;pre_seed;male
Brian Brunner;DataShare;pre_seed;male
Eric Wang;Kips Health;pre_seed;male
Alexander Danilowicz;Mirrorful;pre_seed;male
Teddy Ni;Mirrorful;pre_seed;male
Adam Shugar;Rosettic;pre_seed;male
Micah Wheat;Rosettic;pre_seed;male
Akhil Murthy;Semantic Finance;pre_seed;male
Joshua Ying;Semantic Finance;pre_seed;male
David Fiala;Teclada;pre_seed;male
Ian Pudney;Teclada;pre_seed;male
Edward Tiong;Pandan;pre_seed;male
Ihsaan Patel;Pandan;pre_seed;male
Ben Reinhart;Axflow;pre_seed;male
Nicholas Charriere;Axflow;pre_seed;male
Adithya Vellal;Skygaze;pre_seed;male
Cooper Edmunds;Skygaze;pre_seed;male
Jett Hollister;Skygaze;pre_seed;male
Samuel San;RecipeUI;pre_seed;male
Lukas Heinzmann;askLio AI;seed;male
Till Wagner;askLio AI;seed;male
Vladimir Keil;askLio AI;seed;male
Govind Chandrasekhar;Branch AI;pre_seed;male
Ishan Agrawal;Branch AI;pre_seed;male
Carlos Rodriguez-Rosario;Waypoint;pre_seed;male
Jordan Isip;Waypoint;pre_seed;male
Lydia Ding;CodeComplete;seed;female
Max Lu;CodeComplete;seed;male
Kevin Michael;Tempo Labs;pre_seed;male
Peter Gokhshteyn;Tempo Labs;pre_seed;male
Tony Yang;devmark.ai;pre_seed;male
Ed Goode;Shadeform AI;pre_seed;male
Ronald Ding;Shadeform AI;pre_seed;male
Zachary Warren;Shadeform AI;pre_seed;male
Kartik Tiwari;Andromeda Surgical;seed;male
Nick Damiano;Andromeda Surgical;seed;male
Chris Aeberli;Sonia;seed;male
Dustin Klebe;Sonia;seed;male
Lukas Wolf;Sonia;seed;male
Nick Gomez;Inkeep;seed;male
Robert Tran;Inkeep;seed;male
Louis Weston;Glasskube;pre_seed;male
Philip Miglinci;Glasskube;pre_seed;male
Kiara Nirghin;Chima;seed;female
Nikhara Nirghin;Chima;seed;female
Alex Leonov;Docsum;seed;male
Shaunak Turaga;Docsum;seed;male
Adi Agashe;Fiber AI;seed;male
Neel Mehta;Fiber AI;seed;male
Rishi Raman;Quill;pre_seed;male
Shawn Magee;Quill;pre_seed;male
Akash Levy;Silimate;pre_seed;male
Ann Wu;Silimate;pre_seed;female
Daniel Alberson;Agentive;pre_seed;male
Kyle Saunders;Agentive;pre_seed;male
Vidyasagar Ranganaboina;Agentive;pre_seed;male
Cameron Flannery;NavierAI;pre_seed;male
Evan Kay;NavierAI;pre_seed;male
Eduard Oravkin;MediSearch;seed;male
Michal Pándy;MediSearch;seed;male
Eduardo Faraday;Infobot.ai;seed;male
Justin Harvey;Infobot.ai;seed;male
Orestis Lykouropoulos;Infobot.ai;seed;male
Jay Patel;Transformity;pre_seed;male
Param Bidja;Transformity;pre_seed;male
Ishan Balakrishnan;Cair Health;seed;male
Shehbaz Virk;Cair Health;seed;male
Adam Williams;Magic Loops;seed;male
Alan Wells;Rocketable;seed;male
Jean-Michael Diei;PropRise;seed;male
Matthew Krager;PropRise;seed;male
Emily Damato;MantleBio;seed;female
Madeline Schade;MantleBio;seed;female
Antoine Balaresque;Santé;pre_seed;male
Darren Fike;Santé;pre_seed;male
Matt Lee;Talc AI;seed;male
Max Kerr;Talc AI;seed;male
Derek Schairer;Foundation;pre_seed;male
Graham Place;Foundation;pre_seed;male
Luke Groesbeck;Foundation;pre_seed;male
Oliver Keh;Gleam Care;pre_seed;male
Ben Sender;Constant;seed;male
Govind Gnanakumar;Automorphic;pre_seed;male
Maaher Gandhi;Automorphic;pre_seed;male
Mahesh Natamai;Automorphic;pre_seed;male
Kevin Tse;Hegel AI;pre_seed;male
Alex Ngai;sudocode;seed;male
Randy Song;sudocode;seed;male
Benjamin Anderson;Taylor AI;pre_seed;male
Brian Kim;Taylor AI;pre_seed;male
Andrew Arkhipov;Sweetspot;pre_seed;male
Philip Kung;Sweetspot;pre_seed;male
Sachin Subramanian;Sweetspot;pre_seed;male
Anton Koenig;VideoGen;pre_seed;male
David Grossman;VideoGen;pre_seed;male
Nick Hirche;Tiptap;seed;male
Patrick Baber;Tiptap;seed;male
Philip Isik;Tiptap;seed;male
Sebastian Schrama;Tiptap;seed;male
Sven Adlung;Tiptap;seed;male
Timo Isik;Tiptap;seed;male
Advith Chelikani;Pylon_1;series_a;male
Marty Kausas;Pylon_1;series_a;male
Robert Eng;Pylon_1;series_a;male
Ash Rai;Feather_1;pre_seed;male
Patrick Higgins;Feather_1;pre_seed;male
Alek Petuskey;Reflex;seed;male
Nikhil Rao;Reflex;seed;male
Paul Singer;FleetWorks Technology;pre_seed;male
Quang Tran;FleetWorks Technology;pre_seed;male
Alec Bell;SensorSurf;pre_seed;male
Akshay Sanghai;MySivi AI;seed;male
Anoop Jaiswal;MySivi AI;seed;male
Shivam Gupta;MySivi AI;seed;male
Leo Lu;Members.Land;pre_seed;male
Chengjun Yuan;Suger;series_a;male
Jon Yoo;Suger;series_a;male
Ruming Zhen;Suger;series_a;male
Daniel Patel;Trigger.dev;pre_seed;male
Eric Allam;Trigger.dev;pre_seed;male
James Ritchie;Trigger.dev;pre_seed;male
Matt Aitken;Trigger.dev;pre_seed;male
Bruce Chi;SuretyNow;pre_seed;male
Jay Xiao;SuretyNow;pre_seed;male
Abdallah AbuHashem;nsave;series_a;male
Amer Baroudi;nsave;series_a;male
Edward Yee;nsave;series_a;male
Allen Liou;Assembly HOA;seed;male
Shreyas Bharadwaj;Assembly HOA;seed;male
Lucas Spreiter;Venta;seed;male
Stefan Reuther;Venta;seed;male
Laduram Vishnoi;Middleware;seed;male
Sawaram Suthar;Middleware;seed;male
Eduardo Mata;Meru_2;seed;male
Eli José Carrasquero;Meru_2;seed;male
Federico Moscato;Meru_2;seed;male
Manuel Rodriguez Dao;Meru_2;seed;male
Natalia Salcedo Franco;Meru_2;seed;female
Virgile Fiszman;Meru_2;seed;male
Loic Veillard;Blitz;pre_seed;male
Ari Baranian;Pirros;seed;male
Peter Johann;Pirros;seed;male
Javier Palafox;HappyRobot;series_a;male
Luis Paarup;HappyRobot;series_a;male
Pablo Palafox;HappyRobot;series_a;male
Jake McCloskey;Unthread;seed;male
Tom Bachant;Unthread;seed;male
Brandon Strittmatter;Outerbase;seed;male
Brayden Wilmoth;Outerbase;seed;male
Alexandra Johnson;Rubber Ducky Labs;seed;female
Georgia Hong;Rubber Ducky Labs;seed;female
Jonathan Aeschlimann;Findly (YC S22);seed;male
Lourenço Zein Maciel;Findly (YC S22);seed;male
Pedro Nascimento;Findly (YC S22);seed;male
Ashot Ayvazyan;Cloudchipr;pre_seed;male
Suren Marashlyan;Cloudchipr;pre_seed;male
Alex Wolf;Lamin;seed;male
Sunny Sun;Lamin;seed;male
Jonty Knox;CustomerOS;pre_seed;male
Matt Brown;CustomerOS;pre_seed;male
Vasilica Coscotin;CustomerOS;pre_seed;female
Hammad Syed;PlayAI;seed;male
Mahmoud Felfel;PlayAI;seed;male
Austin McCoy;Artemis Labs;pre_seed;male
Etienne Bernard;NuMind;seed;male
Samuel Bernard;NuMind;seed;male
Shyam Maddali;Coris;seed;male
Vinodh Poyyapakkam;Coris;seed;male
Faisal Ilaiwi;Intuned;pre_seed;male
Zawad Chowdhury;Intuned;pre_seed;male
Daniel Haven;Slauth.io;seed;male
Moti Elkayam;Slauth.io;seed;male
Tal Auslander;Slauth.io;seed;male
Arvind Ramesh;Metafi;pre_seed;male
Raimie Tang;Metafi;pre_seed;male
Andres Paez Martinez;MovingLake;pre_seed;male
Edgar Cabrera;MovingLake;pre_seed;male
Nizar Batada;Eugit Therapeutics, Inc;seed;male
Aike Hillbrands;Kombo;seed;male
Alexander Kübel;Kombo;seed;male
Fabian Rothfuß;Kombo;seed;male
Niklas Higi;Kombo;seed;male
Aldo Piaggio;Polo;seed;male
Andres Richardson;Polo;seed;male
Juan Chomali;Polo;seed;male
John Fraser;TorMagnus Pharmaceuticals;pre_seed;male
Talia Krainc;TorMagnus Pharmaceuticals;pre_seed;female
Emmanuel Turlay;Airtrain AI;seed;male
Sunny Singh;Jaldi;pre_seed;male
Dr Anton Pluschke;Ordinary Seafood;seed;male
Marilena Schmich;Ordinary Seafood;seed;female
Ishwar Gogineni;Integration Labs;seed;male
Parth Shah;Integration Labs;seed;male
Siddharth Rao;Integration Labs;seed;male
