founder_name,company_name,last_funding_type,gender
Sam Monga,Autumn Labs,pre_seed,
Josh Gardner,AiFlow,pre_seed,
Nicholas Manske,AiFlow,pre_seed,
Eyal Dulberg,KoalaOps,pre_seed,
Nadav Erell,KoalaOps,pre_seed,
Oded Regev,KoalaOps,pre_seed,
Roy Libman,KoalaOps,pre_seed,
Daniel R. Shkreli,DGI Apparel,pre_seed,
Grant Fuhr,DGI Apparel,pre_seed,
Ian Hinkley,DGI Apparel,pre_seed,
Faraz Rana,Affinity Learning,seed,
Peter Greczner,Affinity Learning,seed,
Effy Zhang,Baserun,pre_seed,
Ashi Agrawal,Kobalt Labs,seed,
Kalyani Ramadurgam,Kobalt Labs,seed,
Varun Jain,Viva Labs,pre_seed,
Vishal Jain,Viva Labs,pre_seed,
Lucas Switzer,Arcane,pre_seed,
Rohan Mehta,Arcane,pre_seed,
Rohit Chaparala,Hemingway,pre_seed,
Sam Detjen,Hemingway,pre_seed,
Hussein Syed,Arcimus,pre_seed,
Omar Dadabhoy,Arcimus,pre_seed,
Christopher Lau,Nanograb,pre_seed,
Debesh Mandal,Nanograb,pre_seed,
Shanil Panara,Nanograb,pre_seed,
Varsha Walsh,Offstream,pre_seed,
Zach Janicki,Offstream,pre_seed,
Casey Traina,Overlap,pre_seed,
EricBuzz Rubenstein,Overlap,pre_seed,
Jonathan Baer,Overlap,pre_seed,
Akash Kumar,DIME,pre_seed,
Ashish Bajaj,DIME,pre_seed,
Cleophus Robinson IV,Wattson Health,pre_seed,
Justin Spitz,Wattson Health,pre_seed,
Andrew Luo,Baseplate,pre_seed,
Ani Gottiparthy,Baseplate,pre_seed,
Roger Cawdette,Village Labs,pre_seed,
Turja Chowdhury,Village Labs,pre_seed,
Daiyi Yang,Empower,pre_seed,
Yulong Liu,Empower,pre_seed,
Cornelius von Einem,Sizeless,pre_seed,
Roger Belsunce,Sizeless,pre_seed,
Harshith Mullapudi,Tegon,pre_seed,
Manik Aggarwal,Tegon,pre_seed,
Manoj Reddy,Tegon,pre_seed,
Caleb Van Dyke,LaunchFlow,pre_seed,
Joshua Tanke,LaunchFlow,pre_seed,
Spencer Forman,LaunchFlow,pre_seed,
Derrick Wolbert,Numo,pre_seed,
Q. Carlson,Numo,pre_seed,
Reuben Balik,Numo,pre_seed,
Jeffrey Lamothe,Anaphero,pre_seed,
Ryan Gallagher,Anaphero,pre_seed,
Andrew Hoskins,Upfront,pre_seed,
Thomas Stephens,Upfront,pre_seed,
Akshay Megharaj,Wuri,pre_seed,
Pratik Gangwal,Wuri,pre_seed,
Davis Palmie,PocketPod,pre_seed,
Ross Cefalu,PocketPod,pre_seed,
Ahmad Roumie,BabylonAI,pre_seed,
Rangel Milushev,BabylonAI,pre_seed,
Eric Meier,Can of Soup,pre_seed,
Gabriel Birnbaum,Can of Soup,pre_seed,
Ian Dardani,Biocartesian,pre_seed,
Jess Li,Biocartesian,pre_seed,
Jean Kaddour,SevnAI,pre_seed,
Srijan Patel,SevnAI,pre_seed,
Edward Huang,Finbar,pre_seed,
Robin Gan,Finbar,pre_seed,
David Lalor,Swift,pre_seed,
Rakeeb Hossain,Swift,pre_seed,
Eli Semory,Texel.ai,pre_seed,
Rahul Sheth,Texel.ai,pre_seed,
Alex Luis,Raz,pre_seed,
Rob Haber,Raz,pre_seed,
Andrew (Sounho) Chung,Weavel,pre_seed,
Hyun Jie Jung,Weavel,pre_seed,
Junyoung Park,Weavel,pre_seed,
Tim Jang,TrendUp,pre_seed,
Raj Dosanjh,Stitch Technologies,pre_seed,
Till Kern,Stitch Technologies,pre_seed,
Christel Ilaka,VaultPay,pre_seed,
Ntambwa Basambombo,VaultPay,pre_seed,
Jamison Mercurio,Mango Health,pre_seed,
Zachary Gittelman,Mango Health,pre_seed,
Alec Xiang,Lifelike,pre_seed,
Jonathan Yin,Lifelike,pre_seed,
Jonathan Kelley,DioxusLabs,pre_seed,
Aidan Lee,Kontractify,seed,
Anand Nanduri,Kontractify,seed,
Justin May,Kontractify,seed,
Parsa Modareszadeh,Velorum Therapeutics,pre_seed,
Pouya Modareszadeh,Velorum Therapeutics,pre_seed,
Royal Jain,CodeParrot,pre_seed,
Vedant Agarwala,CodeParrot,pre_seed,
Jonathan Tiret,Upstream,pre_seed,
Louis Lecat,Upstream,pre_seed,
Dani Penev,Slicker,pre_seed,
Ivan Valkov,Slicker,pre_seed,
Arman Rafati,Glimmer,pre_seed,
Praneeth Guduguntla,Glimmer,pre_seed,
Emil Fröberg,Vectorview,pre_seed,
Lukas Petersson,Vectorview,pre_seed,
Elliot Tague,SynsoryBio,pre_seed,
Nathan Tague,SynsoryBio,pre_seed,
Aman Gottumukkala,Firebender,pre_seed,
Kevin Tang,Firebender,pre_seed,
Alex Liao,Dragoneye,pre_seed,
Lucas Jaggernauth,Speck,pre_seed,
Raghav Pillai,Speck,pre_seed,
Aditya Ganapathi,HeyPurple,pre_seed,
Josh Passell,HeyPurple,pre_seed,
Ryan Ali,HeyPurple,pre_seed,
Ali Shobeiri,Vizly,pre_seed,
Sami Sahnoune,Vizly,pre_seed,
Garrett Graves,Quantic,pre_seed,
Grant Margerum,Quantic,pre_seed,
Hansen Qian,Lightski,pre_seed,
Richard Hwang,Lightski,pre_seed,
Bowen Xue,Trench,pre_seed,
Max Wu,Trench,pre_seed,
Ethan Chang,Forge Rewards,pre_seed,
Isaac Kan,Forge Rewards,pre_seed,
Sarang Zambare,Cerelyze,pre_seed,
Kumar Abhirup,Merse,pre_seed,
Mark Rachapoom,Merse,pre_seed,
Andrew Aikawa,Trainy,pre_seed,
Roanak Baviskar,Trainy,pre_seed,
Dmitry Ilyevsky,Apoxy,pre_seed,
Nikith Hosangadi,Preloop,pre_seed,
Tejas Hosangadi,Preloop,pre_seed,
Mayank Agrawal,Roundtable,pre_seed,
Dillon Nys,Celest,pre_seed,
Anuhya Vajapey,Casehopper,pre_seed,
Juan Ortiz,Casehopper,pre_seed,
Aaron Villalpando,Gloo,seed,
Vaibhav Gupta,Gloo,seed,
Justus Mattern,Revideo,pre_seed,
Konstantin Hohr,Revideo,pre_seed,
John Ott,Zelos Cloud,pre_seed,
Michael Jaradah,Zelos Cloud,pre_seed,
Taylor Keairns,Zelos Cloud,pre_seed,
Guillaume Genthial,Fragment,pre_seed,
Olivier Moindrot,Fragment,pre_seed,
Arnav Wadehra,Browser Buddy,pre_seed,
Jeremy Suh,Browser Buddy,pre_seed,
Mohammed Muslim,Browser Buddy,pre_seed,
Adam Miller,Inlet,pre_seed,
Sean Adler,Inlet,pre_seed,
Jana Mithrakumar,ProdTrace,pre_seed,
Saelig Khattar,ProdTrace,pre_seed,
Wael Al Sallami,CraftOS,pre_seed,
Andrew Kim,Finex,pre_seed,
Uladzislau Radkevich,Finex,pre_seed,
David Chen,Noya Software,pre_seed,
Devin Abbott,Noya Software,pre_seed,
Anthony Trasatti,Ontra Mobility,pre_seed,
Connor Riley,Ontra Mobility,pre_seed,
Devon Copeland,Serial,pre_seed,
Tak Alguire,Serial,pre_seed,
Daniel Schofield,Telophase,pre_seed,
Ethan Blackburn,Telophase,pre_seed,
Flynn Trager,Instaclass,pre_seed,
Moe Khalil,Instaclass,pre_seed,
Porter Weisberg,Instaclass,pre_seed,
Deniz Kavi,Tamarind Bio,seed,
Sherry L.,Tamarind Bio,seed,
Akeem Williams,Thread,pre_seed,
Harsha Vankayalapati,Thread,pre_seed,
Yuheng Wang,Thread,pre_seed,
Divyagnan Kandala,LinkGrep,pre_seed,
TJ Kandala,LinkGrep,pre_seed,
Idan Shahar,Wand Solar,pre_seed,
Itai Peri,Wand Solar,pre_seed,
Eoghan Mulcahy,ten.dev,pre_seed,
Liam Mulcahy,ten.dev,pre_seed,
Dasha Cherepennikova,Line.Build,pre_seed,
Stephanie Vasquez,Line.Build,pre_seed,
Andy Qin,Humanlike,pre_seed,
Christopher Kindl,Tremor,pre_seed,
Severin Landolt,Tremor,pre_seed,
Brian Brunner,DataShare,pre_seed,
Eric Wang,Kips Health,pre_seed,
Alexander Danilowicz,Mirrorful,pre_seed,
Teddy Ni,Mirrorful,pre_seed,
Adam Shugar,Rosettic,pre_seed,
Micah Wheat,Rosettic,pre_seed,
Akhil Murthy,Semantic Finance,pre_seed,
Joshua Ying,Semantic Finance,pre_seed,
David Fiala,Teclada,pre_seed,
Ian Pudney,Teclada,pre_seed,
Edward Tiong,Pandan,pre_seed,
Ihsaan Patel,Pandan,pre_seed,
Ben Reinhart,Axflow,pre_seed,
Nicholas Charriere,Axflow,pre_seed,
Adithya Vellal,Skygaze,pre_seed,
Cooper Edmunds,Skygaze,pre_seed,
Jett Hollister,Skygaze,pre_seed,
Samuel San,RecipeUI,pre_seed,
Lukas Heinzmann,askLio AI,seed,
Till Wagner,askLio AI,seed,
Vladimir Keil,askLio AI,seed,
Govind Chandrasekhar,Branch AI,pre_seed,
Ishan Agrawal,Branch AI,pre_seed,
Carlos Rodriguez-Rosario,Waypoint,pre_seed,
Jordan Isip,Waypoint,pre_seed,
Lydia Ding,CodeComplete,seed,
Max Lu,CodeComplete,seed,
Kevin Michael,Tempo Labs,pre_seed,
Peter Gokhshteyn,Tempo Labs,pre_seed,
Tony Yang,devmark.ai,pre_seed,
Ed Goode,Shadeform AI,pre_seed,
Ronald Ding,Shadeform AI,pre_seed,
Zachary Warren,Shadeform AI,pre_seed,
Kartik Tiwari,Andromeda Surgical,seed,
Nick Damiano,Andromeda Surgical,seed,
Chris Aeberli,Sonia,seed,
Dustin Klebe,Sonia,seed,
Lukas Wolf,Sonia,seed,
Nick Gomez,Inkeep,seed,
Robert Tran,Inkeep,seed,
Louis Weston,Glasskube,pre_seed,
Philip Miglinci,Glasskube,pre_seed,
Kiara Nirghin,Chima,seed,
Nikhara Nirghin,Chima,seed,
Alex Leonov,Docsum,seed,
Shaunak Turaga,Docsum,seed,
Adi Agashe,Fiber AI,seed,
Neel Mehta,Fiber AI,seed,
Rishi Raman,Quill,pre_seed,
Shawn Magee,Quill,pre_seed,
Akash Levy,Silimate,pre_seed,
Ann Wu,Silimate,pre_seed,
Daniel Alberson,Agentive,pre_seed,
Kyle Saunders,Agentive,pre_seed,
Vidyasagar Ranganaboina,Agentive,pre_seed,
Cameron Flannery,NavierAI,pre_seed,
Evan Kay,NavierAI,pre_seed,
Eduard Oravkin,MediSearch,seed,
Michal Pándy,MediSearch,seed,
Eduardo Faraday,Infobot.ai,seed,
Justin Harvey,Infobot.ai,seed,
Orestis Lykouropoulos,Infobot.ai,seed,
Jay Patel,Transformity,pre_seed,
Param Bidja,Transformity,pre_seed,
Ishan Balakrishnan,Cair Health,seed,
Shehbaz Virk,Cair Health,seed,
Adam Williams,Magic Loops,seed,
Alan Wells,Rocketable,seed,
Jean-Michael Diei,PropRise,seed,
Matthew Krager,PropRise,seed,
Emily Damato,MantleBio,seed,
Madeline Schade,MantleBio,seed,
Antoine Balaresque,Santé,pre_seed,
Darren Fike,Santé,pre_seed,
Matt Lee,Talc AI,seed,
Max Kerr,Talc AI,seed,
Derek Schairer,Foundation,pre_seed,
Graham Place,Foundation,pre_seed,
Luke Groesbeck,Foundation,pre_seed,
Oliver Keh,Gleam Care,pre_seed,
Ben Sender,Constant,seed,
Govind Gnanakumar,Automorphic,pre_seed,
Maaher Gandhi,Automorphic,pre_seed,
Mahesh Natamai,Automorphic,pre_seed,
Kevin Tse,Hegel AI,pre_seed,
Alex Ngai,sudocode,seed,
Randy Song,sudocode,seed,
Benjamin Anderson,Taylor AI,pre_seed,
Brian Kim,Taylor AI,pre_seed,
Andrew Arkhipov,Sweetspot,pre_seed,
Philip Kung,Sweetspot,pre_seed,
Sachin Subramanian,Sweetspot,pre_seed,
Anton Koenig,VideoGen,pre_seed,
David Grossman,VideoGen,pre_seed,
Nick Hirche,Tiptap,seed,
Patrick Baber,Tiptap,seed,
Philip Isik,Tiptap,seed,
Sebastian Schrama,Tiptap,seed,
Sven Adlung,Tiptap,seed,
Timo Isik,Tiptap,seed,
Advith Chelikani,Pylon,series_a,
Marty Kausas,Pylon,series_a,
Robert Eng,Pylon,series_a,
Ash Rai,Feather,pre_seed,
Patrick Higgins,Feather,pre_seed,
Alek Petuskey,Reflex,seed,
Nikhil Rao,Reflex,seed,
Paul Singer,FleetWorks Technology,pre_seed,
Quang Tran,FleetWorks Technology,pre_seed,
Alec Bell,SensorSurf,pre_seed,
Akshay Sanghai,MySivi AI,seed,
Anoop Jaiswal,MySivi AI,seed,
Shivam Gupta,MySivi AI,seed,
Leo Lu,Members.Land,pre_seed,
Chengjun Yuan,Suger,series_a,
Jon Yoo,Suger,series_a,
Ruming Zhen,Suger,series_a,
Daniel Patel,Trigger.dev,pre_seed,
Eric Allam,Trigger.dev,pre_seed,
James Ritchie,Trigger.dev,pre_seed,
Matt Aitken,Trigger.dev,pre_seed,
Bruce Chi,SuretyNow,pre_seed,
Jay Xiao,SuretyNow,pre_seed,
Abdallah AbuHashem,nsave,series_a,
Amer Baroudi,nsave,series_a,
Edward Yee,nsave,series_a,
Allen Liou,Assembly HOA,seed,
Shreyas Bharadwaj,Assembly HOA,seed,
Lucas Spreiter,Venta,seed,
Stefan Reuther,Venta,seed,
Laduram Vishnoi,Middleware,seed,
Sawaram Suthar,Middleware,seed,
Eduardo Mata,Meru,seed,
Eli José Carrasquero,Meru,seed,
Federico Moscato,Meru,seed,
Manuel Rodriguez Dao,Meru,seed,
Natalia Salcedo Franco,Meru,seed,
Virgile Fiszman,Meru,seed,
Loic Veillard,Blitz,pre_seed,
Ari Baranian,Pirros,seed,
Peter Johann,Pirros,seed,
Javier Palafox,HappyRobot,series_a,
Luis Paarup,HappyRobot,series_a,
Pablo Palafox,HappyRobot,series_a,
Jake McCloskey,Unthread,seed,
Tom Bachant,Unthread,seed,
Brandon Strittmatter,Outerbase,seed,
Brayden Wilmoth,Outerbase,seed,
Alexandra Johnson,Rubber Ducky Labs,seed,
Georgia Hong,Rubber Ducky Labs,seed,
Jonathan Aeschlimann,Findly (YC S22),seed,
Lourenço Zein Maciel,Findly (YC S22),seed,
Pedro Nascimento,Findly (YC S22),seed,
Ashot Ayvazyan,Cloudchipr,pre_seed,
Suren Marashlyan,Cloudchipr,pre_seed,
Alex Wolf,Lamin,seed,
Sunny Sun,Lamin,seed,
Jonty Knox,CustomerOS,pre_seed,
Matt Brown,CustomerOS,pre_seed,
Vasilica Coscotin,CustomerOS,pre_seed,
Hammad Syed,PlayAI,seed,
Mahmoud Felfel,PlayAI,seed,
Austin McCoy,Artemis Labs,pre_seed,
Etienne Bernard,NuMind,seed,
Samuel Bernard,NuMind,seed,
Shyam Maddali,Coris,seed,
Vinodh Poyyapakkam,Coris,seed,
Faisal Ilaiwi,Intuned,pre_seed,
Zawad Chowdhury,Intuned,pre_seed,
Daniel Haven,Slauth.io,seed,
Moti Elkayam,Slauth.io,seed,
Tal Auslander,Slauth.io,seed,
Arvind Ramesh,Metafi,pre_seed,
Raimie Tang,Metafi,pre_seed,
Andres Paez Martinez,MovingLake,pre_seed,
Edgar Cabrera,MovingLake,pre_seed,
Nizar Batada,"Eugit Therapeutics, Inc",seed,
Aike Hillbrands,Kombo,seed,
Alexander Kübel,Kombo,seed,
Fabian Rothfuß,Kombo,seed,
Niklas Higi,Kombo,seed,
Aldo Piaggio,Polo,seed,
Andres Richardson,Polo,seed,
Juan Chomali,Polo,seed,
John Fraser,TorMagnus Pharmaceuticals,pre_seed,
Talia Krainc,TorMagnus Pharmaceuticals,pre_seed,
Emmanuel Turlay,Airtrain AI,seed,
Sunny Singh,Jaldi,pre_seed,
Dr Anton Pluschke,Ordinary Seafood,seed,
Marilena Schmich,Ordinary Seafood,seed,
Ishwar Gogineni,Integration Labs,seed,
Parth Shah,Integration Labs,seed,
Siddharth Rao,Integration Labs,seed,
Ashen Lakshan Perera,Occosoft LLC,series_a,
Ian Baldwin,Booth AI,seed,
Nick Locascio,Booth AI,seed,
Danny Sheridan,Fern,series_a,
Deep Singhvi,Fern,series_a,
Zach Kirsch,Fern,series_a,
Faris Yaghmour,Erad,seed,
Salem Abu-Hammour,Erad,seed,
Youssef Said,Erad,seed,
Bharath Kumar Reddy,Cone Software,pre_seed,
Jahangir Mohammed,Cone Software,pre_seed,
Mohammad Owaiz Shaik,Cone Software,pre_seed,
James Bowers,Vizzly Technology,pre_seed,
Matt Williamson,Vizzly Technology,pre_seed,
Andhika Sudarman,Dealls Jobs,pre_seed,
Aahan Sawhney,Oneloop,pre_seed,
Saurabh Jain,Oneloop,pre_seed,
Alex Chiou,Taro - Software Engineer Growth,pre_seed,
Rahul Pandey,Taro - Software Engineer Growth,pre_seed,
Sam Tuke,Lightmeter,seed,
MJ Kim,Sync(YC W22),seed,
Artur Negrão,Salvy,seed,
Hudo Assenco,Salvy,seed,
Lucas Rosa,Salvy,seed,
Maria Kumlehn,Salvy,seed,
Miyushan Niroshan,Wmastersolutions (PVT) Ltd,pre_seed,
Brant Choate,Remi,series_a,
Doug Barnett,Remi,series_a,
Allison Pike,Infield,seed,
Andrew Lenehan,Infield,seed,
Stephen Pike,Infield,seed,
Abhay Agarwal,Poly,seed,
Sam Young,Poly,seed,
Himanshu Minocha,BlueHill Payments,pre_seed,
Rohan Minocha,BlueHill Payments,pre_seed,
Charles Bai,Paces,series_a,
James McWalter,Paces,series_a,
Jacob Caccamo,Synaptiq,seed,
Kevin Bastoul,Synaptiq,seed,
Ryan Phelps,Synaptiq,seed,
Kushagra Manglik,Coupl,pre_seed,
Srinivas Sarkar,Coupl,pre_seed,
Avery Yip,Vessel,pre_seed,
Zachary Kirby,Vessel,pre_seed,
Aaron Cannon,Outset,series_a,
Michael Hess,Outset,series_a,
Maidul Islam,Infisical,series_a,
Tuan Dang,Infisical,series_a,
Vlad Matsiiako,Infisical,series_a,
Gal Kleinman,Traceloop,seed,
Nir Gazit,Traceloop,seed,
Christopher Shelner,Persist AI,series_a,
Karthik Raman,Persist AI,series_a,
Spandana Nakka,Pump,seed,
Jake Moffatt,Numeral,series_a,
Matt DuVall,Numeral,series_a,
Sam Ross,Numeral,series_a,
Aaron Kahane,Chariot,series_a,
Drew Schneider,Chariot,series_a,
Salomon Serfati,Chariot,series_a,
Alex Lee,Truewind,series_a,
Tennison Chan,Truewind,series_a,
Alon Peretz,Ballerine,seed,
Nitzan Gelbard,Ballerine,seed,
Noam Izhaki,Ballerine,seed,
Henson Orser,Two Dots,series_a,
Max Ponte,Two Dots,series_a,
Bukhtar Khan,Finni Health,series_a,
Yilun Chen,Finni Health,series_a,
Celestin de Wergifosse,Signatur Biosciences,seed,
John Goertz,Signatur Biosciences,seed,
Arun Kirubarajan,Magna,seed,
Bruno Faviero,Magna,seed,
Daniel Lenton,Unify,seed,
Clemens Rawert,Langfuse,seed,
Marc Klingen,Langfuse,seed,
Maximilian Deichmann,Langfuse,seed,
Rahul Sonwalkar,Julius AI,pre_seed,
Michael Wang,Avina,seed,
Ron Fisher,Avina,seed,
Vivek Sudarsan,Avina,seed,
Nabil Jallouli,Rollstack,series_a,
Saad Bahir,Rollstack,series_a,
Younes Jallouli,Rollstack,series_a,
Chaitanya Sarda,AiPrise,seed,
Rushabh Shah,AiPrise,seed,
Guy Snir,Nest Genomics (YC W22),seed,
Moran Shochat Snir,Nest Genomics (YC W22),seed,
Dimitris Nikolaou,Wondercraft,seed,
Oskar Serrander,Wondercraft,seed,
Youssef Rizk,Wondercraft,seed,
Hahnbee Lee,Mintlify,series_a,
Han Wang,Mintlify,series_a,
Alen Cvisic,Tola,seed,
Guillaume Simard,Tola,seed,
Parth Garg,Vance,seed,
Abhinav Ayalur,Sieve,seed,
Mokshith Voodarla,Sieve,seed,
Smeet Bhatt,THEYA,pre_seed,
Sriram Bhargav Karnati,THEYA,pre_seed,
Vikas Choudhary,THEYA,pre_seed,
Andreea Francis,SilkChart,seed,
Matthew Rajcok,SilkChart,seed,
Karine Mellata,Intrinsic,seed,
Michael Lin,Intrinsic,seed,
Akshat Gupta,Athina AI,seed,
Himanshu Bamoria,Athina AI,seed,
Mohit Jandwani,Athina AI,seed,
Shiv Sakhuja,Athina AI,seed,
Shikha Mohanty,UpTrain,pre_seed,
Sourabh Agrawal,UpTrain,pre_seed,
Vipul Gupta,UpTrain,pre_seed,
Daniel Jones,Versori,seed,
Sean Brown,Versori,seed,
Rishabh Jain,Latent,pre_seed,
Sriram Somasundaram,Latent,pre_seed,
Anuja Verma,Truva,seed,
Gaurav Aggarwal,Truva,seed,
Apurva Shrivastava,Avoca,seed,
Tyson Chen,Avoca,seed,
Jay Chia,Eventual,seed,
Sammy Sidhu,Eventual,seed,
Alistair Pullen,Cosine,seed,
Sam Stenner,Cosine,seed,
Yang Li,Cosine,seed,
Lucas Young,DeepNight,seed,
Thomas Li,DeepNight,seed,
Mokhtar Bacha,Formal,seed,
David Winer,Ciro,seed,
Richard Lee,Ciro,seed,
Ross Geiger,Ciro,seed,
Carina Cater,1stCollab,pre_seed,
Leon Lin,1stCollab,pre_seed,
Varun Bansal,1stCollab,pre_seed,
Bastien Beurier,Nango,seed,
Robin Guldener,Nango,seed,
Amrutavarsh Kinagi,EzDubs,seed,
Kareem Nassar,EzDubs,seed,
Padmanabhan Krishnamurthy,EzDubs,seed,
Adam Bulow,Pigeon,seed,
Adam Sharf,Pigeon,seed,
Rohin Bhargava,Pigeon,seed,
Jacob Gillespie,Depot,seed,
Kyle Galbraith,Depot,seed,
Elad Fouks,Alterya,seed,
Shahaf Gonen,Alterya,seed,
Guillermo Acuña,Koywe,seed,
Ignacio Detmer,Koywe,seed,
Kunal Punera,Bluebirds,seed,
Rohan Punamia,Bluebirds,seed,
Eilam Levitov,Stream,seed,
Eric Yen,Stream,seed,
Ashraf Samhouri,Activepieces,seed,
Mohammad AbuAboud,Activepieces,seed,
Andrew Tang,Pledge Health,seed,
Shreya Jagarlamudi,Pledge Health,seed,
Andy Wang,Finta,seed,
Lotte Seifert,SID,pre_seed,
Lukas Ruflair,SID,pre_seed,
Max Rumpf,SID,pre_seed,
Ted Power,Bend,seed,
Thomas Constantine Moore,Bend,seed,
Jeffery Huang,OpenSight,pre_seed,
Ruoni Wang,OpenSight,pre_seed,
Victoria Wan,OpenSight,pre_seed,
Arvind Sontha,Kyber,seed,
Savtanter Gadoo,Kyber,seed,
David Lawrence,Quindar,seed,
Matthew Regan,Quindar,seed,
Nate Hamet,Quindar,seed,
Sandilya Bhagavathula,Quindar,seed,
Shaishav Parekh,Quindar,seed,
Zach Meza,Quindar,seed,
Jenny Lesser Herbach,Adventris Pharmaceuticals,pre_seed,
Mark Yarchoan,Adventris Pharmaceuticals,pre_seed,
William Collis,Adventris Pharmaceuticals,pre_seed,
Alon Greenfield,Sherloq,pre_seed,
Nadav Gutman,Sherloq,pre_seed,
Noy Twerski,Sherloq,pre_seed,
Camila Zancanella,Domu,pre_seed,
Nico Diaz,Domu,pre_seed,
Dan Elkaim,Topo.io,pre_seed,
Leonard Henriquez,Topo.io,pre_seed,
Robin Philibert,Topo.io,pre_seed,
Colin Elsinga,Metriport,seed,
Dima Goncharov,Metriport,seed,
Ken Ahrens,Speedscale,pre_seed,
Matthew LeRay,Speedscale,pre_seed,
Nate Lee,Speedscale,pre_seed,
Justin Wei,Phind,pre_seed,
Michael Royzen,Phind,pre_seed,
Paul Kuruvilla,CodeCrafters,seed,
Sarup Banskota,CodeCrafters,seed,
Kelsey Pedersen,Capsule,pre_seed,
Michele Van Ruiten,Capsule,pre_seed,
Ajinkya Nene,Trellus,pre_seed,
Craig Bonnoit,Trellus,pre_seed,
Grace Wang,Fairway Health,pre_seed,
Joseph Chen,Fairway Health,pre_seed,
Moses Im,Fairway Health,pre_seed,
Armaan Sikand,Axle Labs,seed,
Cameron Duncan,Axle Labs,seed,
Nihar Parikh,Axle Labs,seed,
Ayush Jasuja,Speedy Brand,pre_seed,
Jatin Mehta,Speedy Brand,pre_seed,
Ranti Dev Sharma,Speedy Brand,pre_seed,
Atharva Padhye,getcrux,seed,
Himank Jain,getcrux,seed,
Prabhat Singh,getcrux,seed,
Joe Averbukh,Instant,seed,
Stepan Parunashvili,Instant,seed,
Hemant Phalak,Entvin,seed,
Kshitij Jain,Entvin,seed,
Sanskar Jain,Entvin,seed,
Christian Mathiesen,Frigade,seed,
Eric Brownrout,Frigade,seed,
Geoffrey See,Poko,seed,
Van Tran,Poko,seed,
Mark Cyffka,AirMyne,seed,
Sudip Mukhopadhyay,AirMyne,seed,
Hudson Hooper,Voltic,pre_seed,
Jared Boisvert,Voltic,pre_seed,
Prosser Cathey,Voltic,pre_seed,
Dani Torramilans,Aldara,seed,
Daniel Carmona,Aldara,seed,
Nikhil Patel,Craniometrix,seed,
Christopher Howard,Ekho Dealer,pre_seed,
Rowan Mockler,Ekho Dealer,pre_seed,
Fengjiao Peng,KURUKURU,seed,
Yiping Lyu,KURUKURU,seed,
Jackson Chen,AlphaWatch AI,pre_seed,
Varun Varahabhotla,AlphaWatch AI,pre_seed,
Arnav Sahu,Finvest,seed,
Shivam Bharuka,Finvest,seed,
Agustin Iglesias,Pulppo,seed,
Matias Gath,Pulppo,seed,
Max Clarke,Plover Parametrics,seed,
Ranajay Sen,Plover Parametrics,seed,
Tommy Peeples,Plover Parametrics,seed,
Edvard Eriksson,rift,seed,
Filip Twarowski,rift,seed,
Tomasz Bachosz,rift,seed,
Civan Ozseyhan,Refine,seed,
Eren Erkalkan,Refine,seed,
Ömer Faruk Aplak,Refine,seed,
Danna Liu,PoplarML,seed,
Evan Chu,PoplarML,seed,
Anna Joo Fee,GoodFin,seed,
Johnny Chien,GoodFin,seed,
Jongsoo Keum,Syncly,seed,
Joseph Lee,Syncly,seed,
Kwanwoo Yoon,Syncly,seed,
Darshita Chaturvedi,Atri Labs,seed,
Shyam Swaroop,Atri Labs,seed,
Oliver Hill,clearspace,pre_seed,
Royce Branning,clearspace,pre_seed,
James Thompson,Morf Health,seed,
Montana Scher,Morf Health,seed,
Guy Shahar,Blee,pre_seed,
Daniel Gómez,Milio,seed,
Juan Luis Perez Escobar,Milio,seed,
Toni Riera,Milio,seed,
Daniel Hakimian,TrueBiz,seed,
Matthew Sewell,TrueBiz,seed,
Max Morlocke,TrueBiz,seed,
Arnold Villatoro,SpecCheck,seed,
Joe DeMaria,SpecCheck,seed,
Juan Burgos,Haven,pre_seed,
Pranav Neyveli,Haven,pre_seed,
Satya Koppu,Haven,pre_seed,
Joshua Perk,Vector,seed,
Nick Masters,Vector,seed,
Stefan Li,Type,pre_seed,
Stew Fortier,Type,pre_seed,
James Liu,Aurelian,pre_seed,
Max Keenan,Aurelian,pre_seed,
Pradhith Konduri,Abridge,pre_seed,
Vidhi Vakharia,Abridge,pre_seed,
Michael Melone,0pass,seed,
Noah Stanford,0pass,seed,
Brandon Ballinger,Empirical Health,pre_seed,
Raquel Rodriguez Martinez,Empirical Health,pre_seed,
Josef Rokůsek,Hylight,seed,
Martin Bocken,Hylight,seed,
Thomas Laporte,Hylight,seed,
Jason Sullivan,Distro App,pre_seed,
Arthur Silverstein,Opencall.ai,pre_seed,
Eric Mei,Opencall.ai,pre_seed,
Nicholas Lee,Opencall.ai,pre_seed,
Oliver Silverstein,Opencall.ai,pre_seed,
Abhinav Gopal,Rubbrband,seed,
Darren Hsu,Rubbrband,seed,
Jeremy Lee,Rubbrband,seed,
Akash Mandavilli,GovEagle,seed,
Gabe Villasana,GovEagle,seed,
John DiLoreto,Penguin AI,seed,
Rohan Doshi,Penguin AI,seed,
Cyriel Notteboom,Radical,seed,
James Thomas,Radical,seed,
Ben Keller,Propify,pre_seed,
Nickolas Johnson,Propify,pre_seed,
Remen Okoruwa,Propify,pre_seed,
Chine Ikoro,Onu,pre_seed,
Lindsey Redd,Onu,pre_seed,
