founder_name,company_name,last_funding_type,gender
Purusottam Mupunu,Cloudanix,seed,
Sujay Maheshwari,Cloudanix,seed,
Bhagaban Behera,RoverX,pre_seed,
Nakul Kelkar,RoverX,pre_seed,
Sriharsha Setty,RoverX,pre_seed,
Brandon Bayer,Flightcontrol,seed,
Mina Abadir,Flightcontrol,seed,
Vikas Reddy,LightTwist,pre_seed,
Anil Meena,Pensil,pre_seed,
Surender Singh,Pensil,pre_seed,
Colin McDonnell,Brick Health,pre_seed,
Ernest Sim,Atlas,seed,
Shawn Liam,Atlas,seed,
Yi Sung Yong,Atlas,seed,
Fanny Chen,Venu,seed,
Jeremy Lam,Venu,seed,
Justin Chen,Venu,seed,
Nanette Jackson,Venu,seed,
Patrick Nguyen,Venu,seed,
Anisa Mirza,Litnerd,seed,
Celina Qi,Camber,series_b,
Christophe Rimann,Camber,series_b,
Nathan Lee,Camber,series_b,
Fe Pat,Botin,pre_seed,
James Jara,Botin,pre_seed,
James Jara,Botin,pre_seed,
Robert Baron,Botin,pre_seed,
Maxim Lukichev,Telmai,seed,
Mona Rakibe,Telmai,seed,
Eloa Guillotin,Beyond Aero,series_a,
Hugo Tarlé,Beyond Aero,series_a,
Valentin Chomel,Beyond Aero,series_a,
Christopher Triolo,ModernLoop,series_a,
Lydia Han,ModernLoop,series_a,
Josh Cohenzadeh,Emerge Tools,seed,
Noah Martin,Emerge Tools,seed,
Nithin David Thomas,Chatwoot,seed,
Pranav Raj S,Chatwoot,seed,
Sojan Jose,Chatwoot,seed,
Cooper Hart,Spade,series_a,
Oban MacTavish,Spade,series_a,
Tess Bloch,Spade,series_a,
Alex Steffen,Lovage Labs,seed,
Austin Petersen,Lovage Labs,seed,
Boyd Christiansen,Lovage Labs,seed,
Robert Hinckley,Lovage Labs,seed,
Santiago Buenahora,MarcoPolo,pre_seed,
Chishun Kwong,MosaicVoice,pre_seed,
Julian McCarty,MosaicVoice,pre_seed,
Bart Roszkowski,Vue Storefront,series_a,
Filip Rakowski,Vue Storefront,series_a,
Patrick Friday,Vue Storefront,series_a,
Gregorio Guillen,Catena Biosciences,seed,
Marco Lobba,Catena Biosciences,seed,
Matthew Francis,Catena Biosciences,seed,
Abel Mengistu,FlutterFlow,series_a,
Alex Greaves,FlutterFlow,series_a,
Liat Beng Neo,Arrow,seed,
Sebastian Roervig,Arrow,seed,
Sudhan Raj,Arrow,seed,
Bryan Beshore,Topkey,seed,
Jon Sukhia,Topkey,seed,
Tom Patton,Topkey,seed,
JJ Tang,Rootly,series_a,
Quentin Rousseau,Rootly,series_a,
Kamran Alam,Jeevam Health,pre_seed,
Piyush Vishwakarma,Jeevam Health,pre_seed,
Alex Pickett,Tangia,pre_seed,
Dan Goodman,Tangia,pre_seed,
Jeffrey Zhang,Revery AI,seed,
Kedan Li,Revery AI,seed,
Chafik Belhaoues,Brainboard,pre_seed,
Jeremy Albinet,Brainboard,pre_seed,
Guru Singh,Scispot,seed,
Guru Singh,Scispot,seed,
Rafael Pileggi,Scispot,seed,
Satya Singh,Scispot,seed,
Jason Kim,Taloflow,seed,
Louis-Victor Jadavji,Taloflow,seed,
Todd Kesselman,Taloflow,seed,
Piet Jan de Bruin,IOMETE,seed,
Vusal Dadalov,IOMETE,seed,
Ning Zhang,Huddlefire,seed,
Simon Sturmer,Huddlefire,seed,
Emre Mangir,Stacksi,seed,
Joseph Metzinger,Stacksi,seed,
Brad Sickles,Nullstone,pre_seed,
Scott Sickles,Nullstone,pre_seed,
Emilio Antun,Kodda,seed,
Mike Alvarado,Kodda,seed,
Andrew Day,Fabius,pre_seed,
Neil Madsen,Fabius,pre_seed,
Nick Evans,Avocado,pre_seed,
Shayan Guha,Avocado,pre_seed,
Hana Mohan,MagicBell,seed,
Josue Montano,MagicBell,seed,
Birch Eve,Pickle,pre_seed,
Kaumana Rindlisbacher,Pickle,pre_seed,
Aakhil Fardeen,Worksphere,pre_seed,
Mark Piper,Worksphere,pre_seed,
Theresa Klaassen,Worksphere,pre_seed,
Jason Gillham,Impossible Metals,seed,
Kenneth H. Nealson,Impossible Metals,seed,
Oliver Gunasekara,Impossible Metals,seed,
Renee Grogan,Impossible Metals,seed,
Rakesh Goyal,Velt,seed,
Solène Oudet,Velt,seed,
Mohit Prateek,Anakin,seed,
Antoine Carossio,Escape,seed,
Tristan Kalos,Escape,seed,
Caroline Early,Pillar,seed,
Jasmine Mansouri,Pillar,seed,
Jose Tomas Lobo,Mono,seed,
Juan Camilo Poveda,Mono,seed,
Salomon Zarruk,Mono,seed,
Sebastian Ortiz,Mono,seed,
Landon Sanford,Compose.AI,seed,
Michael Shuffett,Compose.AI,seed,
Wilson Mitchell,Compose.AI,seed,
Aaron Tran,Workflow86,seed,
Aaron Tran,Workflow86,seed,
Jeroen Rutten,Tablevibe,seed,
Mathieu Sneep,Tablevibe,seed,
Akash Agarwal,Koshex,seed,
Komal Kumar Gupta,Koshex,seed,
Jayant Panwar,PropReturns,seed,
Kenish Shah,PropReturns,seed,
Somil Mathur,PropReturns,seed,
Ankit Nayan,SigNoz,seed,
Pranay Prateek,SigNoz,seed,
Alexander Shortt,Muse,pre_seed,
Benjamin Ha,Muse,pre_seed,
Milton Moreno Beltran,HoyTrabajas,seed,
Ruben Córdoba,HoyTrabajas,seed,
Sebastian Arce,HoyTrabajas,seed,
Vladimir Gúzman,HoyTrabajas,seed,
Abdulrahman Bin Omar,Gridware,series_a,
Hall Chen,Gridware,series_a,
Timothy Barat,Gridware,series_a,
Graham Dick,Lygg,pre_seed,
Derek Low,Cococart,seed,
Zhicong Lim,Cococart,seed,
Daniele Packard,Cloudthread,seed,
Ilia Semenov,Cloudthread,seed,
Thomas Yopes,Cloudthread,seed,
Pulkit Agarwal,Strive Education,seed,
Tamir Shklaz,Strive Education,seed,
Lluis Canadell,Treinta,series_a,
Man Hei Lou,Treinta,series_a,
Alexander Björkenstam,Bemlo,seed,
Alfred Wahlforss,Bemlo,seed,
Benjamin Waye,Bemlo,seed,
Edvin Fernqvist,Bemlo,seed,
Frithiof Ekström,Bemlo,seed,
Bharat Gupta,FanPlay Technologies,series_a,
Benjamin Roux,Koala,seed,
Xavier Lesage Moretti,Koala,seed,
Daniel Liechtenstein,Hypercore,pre_seed,
David Yahalomi,Hypercore,pre_seed,
Eitan Frailich,Hypercore,pre_seed,
Tomer Moshe,Hypercore,pre_seed,
Mainak Sarkar,"Explorex Technologies, Inc.",seed,
Pritam Khan,"Explorex Technologies, Inc.",seed,
Jake Moshenko,AuthZed,series_a,
Jimmy Zelinskie,AuthZed,series_a,
Joseph Schorr,AuthZed,series_a,
Jordan Kobert,The Breakaway,seed,
Kyle Yugawa,The Breakaway,seed,
Cameron Brookhouse,Quell,series_a,
Lorenzo Spreafico,Quell,series_a,
Martin Tweedie,Quell,series_a,
Robert Ellison,Quell,series_a,
Alex Federation,Talus Bio,seed,
Lindsay Pino,Talus Bio,seed,
Alexander Jeremiah,Furmacy,seed,
Georgia Jeremiah,Furmacy,seed,
Graham McNicoll,GrowthBook,pre_seed,
Jeremy Dorn,GrowthBook,pre_seed,
Jaime Abella,Ontop,series_a,
Julian Torres,Ontop,series_a,
Santiago Aparicio,Ontop,series_a,
Samuel Kessington Okwuada,Remedial Health,series_a,
Victor Benjamin,Remedial Health,series_a,
Leonard Bogdonoff,Milk Video,seed,
Ross Cranwell,Milk Video,seed,
Billy Caballero,Hapi App,seed,
Dusko Kelez,Hapi App,seed,
Piero Sifuentes,Hapi App,seed,
Jacky Lai,Peeba,seed,
Kevin Cho,Peeba,seed,
Vincent Jiang,Aden,seed,
Blesson Abraham,Cambio,seed,
Jay Patel,Cambio,seed,
Lily Tang,Liyfe,seed,
Sherry Chen,Liyfe,seed,
Adam Green,User Hero,seed,
Emilie Lincoln,User Hero,seed,
Aryan Lobie,Segna,seed,
Will Haringa,Segna,seed,
Daniela Conejo,Sivo,seed,
Kate Hiscox,Sivo,seed,
Ahsan Khan,TAG,seed,
Alexander Lukianchuk,TAG,seed,
Talal Gondal,TAG,seed,
Idorenyin Obong,Grey,seed,
Joseph Femi Aghedo,Grey,seed,
Gaurav Shrishrimal,Kaagaz,seed,
Snehanshu Gandhi,Kaagaz,seed,
Tamanjit Bindra,Kaagaz,seed,
Farooq Tirmizi,Elphinstone,seed,
Uzair Mahmud,Elphinstone,seed,
Jesse Boyes,Here,seed,
Seth Harris,Here,seed,
Gaurav Chaubey,Mesh,series_a,
Rahul Singh,Mesh,series_a,
Saurabh Nangia,Mesh,series_a,
Askhat Omarov,Farel,pre_seed,
Louis Albertini,Farel,pre_seed,
Babatunde Junaid,Topship,seed,
Moses Enenwali,Topship,seed,
Alex Dunbrack,Vectrix,seed,
Corey Mahan,Vectrix,seed,
Nilay Mehrotra,Kindly His,seed,
Pritika Mehta,SockSoho,seed,
Simarpreet Singh,SockSoho,seed,
Frances Anastassacos,Nabla Bio,series_a,
Surge Biswas,Nabla Bio,series_a,
Ashutosh Nayak,Gigs Live,pre_seed,
Vaibhav Kharat,Gigs Live,pre_seed,
Andrea Mazzocchi,Known Medicine,seed,
Katie-Rose Skelly,Known Medicine,seed,
Grant Shaddick,Tella,seed,
Michiel Westerbeek,Tella,seed,
Christopher Clark,Locale,seed,
Jonathan Friedland,Locale,seed,
David Ortega,Phase Biolabs,seed,
Gregory Rocco,Spruce,series_a,
Wayne Chang,Spruce,series_a,
Dominic Kwok,Heron Data,seed,
Jamie Parker,Heron Data,seed,
Johannes Jaeckle,Heron Data,seed,
Grant La Count,Keyri,seed,
Zain Azeem,Keyri,seed,
Julien Quintard,Routine,pre_seed,
Quentin Hocquet,Routine,pre_seed,
Bianca Pereira,Portão 3,seed,
Fernando Nery,Portão 3,seed,
Jeff Epstein,Onboard (Onboard.io),pre_seed,
Matthew Majewski,Onboard (Onboard.io),pre_seed,
William Stevenson,Onboard (Onboard.io),pre_seed,
Zach Taylor,Onboard (Onboard.io),pre_seed,
James Hennessey,Hypermile,pre_seed,
Jorge Lluch,Abacum,series_b,
Julio Martínez,Abacum,series_b,
Alice Nawfal,Notabene,series_b,
Andres Junge,Notabene,series_b,
Ania Lipinska,Notabene,series_b,
Pelle Braendgaard,Notabene,series_b,
Nitthin Chandran,MedPiper (YC),pre_seed,
Pranay Suyash,MedPiper (YC),pre_seed,
Sivanand Mahapatra,MedPiper (YC),pre_seed,
Alberto Reales,Selia,pre_seed,
Santiago de Bedout,Selia,pre_seed,
Akash Agarwal,Pibit,seed,
Chris Szymansky,Fieldguide,series_b,
Jin Chang,Fieldguide,series_b,
Darian Bhathena,Finary,seed,
Jack Phifer,Finary,seed,
Michael Liu,Finary,seed,
Roger Cawdette,Finary,seed,
David Villarreal,Parrot Software,series_a,
Roberto Cebrian,Parrot Software,series_a,
Jason Wang,Cohere,seed,
Rahul Vohra,Cohere,seed,
Yunyu Lin,Cohere,seed,
Benjamin Devienne,Jam.gg,series_a,
Jules Testard,Jam.gg,series_a,
Bruno Loiola,Pluggy,seed,
Federico Mirás,Pluggy,seed,
Gabriel Pan Gantes,Pluggy,seed,
Rogerio Correa,Pluggy,seed,
Victor Urano,Pluggy,seed,
Hamzah Chaudhary,Lightdash,series_a,
Oliver Laslett,Lightdash,series_a,
Alex Ramirez,FitHub,seed,
Andres Iriarte,FitHub,seed,
Cristina Char,FitHub,seed,
Jabib Char,FitHub,seed,
Giulio Cantoro,Blink Last Mile,pre_seed,
Jacopo Berlusconi,Blink Last Mile,pre_seed,
Marco Boretto,Blink Last Mile,pre_seed,
Marco Turetta,Blink Last Mile,pre_seed,
Erich Lehmann,MeetAnyway,pre_seed,
Marc Metz,MeetAnyway,pre_seed,
Sascha Metz,MeetAnyway,pre_seed,
Ian Littman,Covie,seed,
Trent Harvey,Covie,seed,
Will Dearie,Covie,seed,
Pedro Dellagnelo,Oico,seed,
Pedro Rocha,Oico,seed,
Abbas Jaffery,Azuki,pre_seed,
Adela Chang,Azuki,pre_seed,
Evan Minto,Azuki,pre_seed,
Ken Urata,Azuki,pre_seed,
Krystyn Neisess,Azuki,pre_seed,
Christopher Jing,AeonCharge,pre_seed,
Dwi Sutandar,AeonCharge,pre_seed,
Omar Ekram,Dayra,pre_seed,
Armando Biondi,Breadcrumbs.io,seed,
Gary Amaral,Breadcrumbs.io,seed,
Massimo Chieruzzi,Breadcrumbs.io,seed,
Rowan Cockett,Curvenote,seed,
Steve Purves,Curvenote,seed,
Ethan Horoschak,Simplify,seed,
Michael Yan,Simplify,seed,
Rushil Srivastava,Simplify,seed,
Mitchell Jones,Lendtable,series_a,
Sheridan Clayborne,Lendtable,series_a,
Andrew Gold,Ziina,series_b,
Faisal Toukan,Ziina,series_b,
Sarah Toukan,Ziina,series_b,
Adar Hay,Jiga,seed,
Assaf Geuz,Jiga,seed,
Yonatan Wolowelsky,Jiga,seed,
Alexandru Duta,Albiware,seed,
Shamoil Soni,Albiware,seed,
Dung Dang,Nano Technologies,seed,
Thang Nguyen,Nano Technologies,seed,
Mateo Cardenas,Todos Comemos,seed,
Santiago Espinosa,Todos Comemos,seed,
Glen Wang,The Third Place,seed,
Vivien Sin,The Third Place,seed,
Ain McKendrick,Faction,seed,
Vicente Zavarce,Yummy,series_a,
Jason Alvarez Cohen,Popl,seed,
Nick Eischens,Popl,seed,
Justin Rath Rath,Fetii,seed,
Matthew Iommi,Fetii,seed,
Christopher Mjelde,Verdn,seed,
Rory McMeekin,Verdn,seed,
Dawn Ho,Seam,seed,
Sy Bohy,Seam,seed,
Adam Pearson,Enable Us,seed,
Andrey Bolaños,Enable Us,seed,
Galen Li,Enable Us,seed,
Jinal Jhaveri,Enable Us,seed,
Declan Conlon,wagetap,seed,
Mitchell Stevens,wagetap,seed,
Sebastien Hess,wagetap,seed,
Ali Ahmed,Trove,pre_seed,
Greg Kufera,Cinapse,seed,
Heather Wagner,Cinapse,seed,
Herman Phillips,Cinapse,seed,
Roger W Tran,Cinapse,seed,
Ambareesh Balaji,Hyperbeam,pre_seed,
Declan Goncalves,Hyperbeam,pre_seed,
Philip Scott,Hyperbeam,pre_seed,
Ben Towers,Happl,seed,
Mike Rose,Happl,seed,
Peter Condoleon,GreaseBoss,seed,
Tim Hall,GreaseBoss,seed,
Bert De Brabandere,Segments.ai,pre_seed,
Davy Neven,Segments.ai,pre_seed,
Otto Debals,Segments.ai,pre_seed,
Bruno Passos,gonddo,seed,
Guilherme Cruz,gonddo,seed,
Rodrigo Cruz,gonddo,seed,
Andrew Denta,Terusama,seed,
Christopher Podlaski,Terusama,seed,
Edward Clayton,Devyce,seed,
Leo Bartle,Devyce,seed,
Nick Browne,Devyce,seed,
Andy Prevalsky,Hotplate,seed,
Ben Klenk,Hotplate,seed,
Rishi Talati,Hotplate,seed,
Yasir Shirazi,InstaKin,seed,
Zain Khan,InstaKin,seed,
Joshua Archer,arketa,series_a,
Rachel Lea Fishman,arketa,series_a,
P. Alex Smith,TYBR Health,seed,
Tim Keane,TYBR Health,seed,
Bernardo Reis,Chatpay,seed,
Jose Gabriel Tamura Lara,Valienta,seed,
Juan Camilo Vallejo,Valienta,seed,
Juan Manuel Botero,Valienta,seed,
MIGUEL ZAMBRANO GOMEZ,DolarApp,seed,
Pratik Daudkhane,Decentro,series_b,
Rohit Taneja,Decentro,series_b,
Enrique Perezalonso,Palla,series_a,
Gregory Piccolo,Palla,series_a,
John Lafleur,Airbyte,series_b,
Michel Tricot,Airbyte,series_b,
Dr. Maximilian Eber,Taktile,series_b,
Maik Taro Wehmeyer,Taktile,series_b,
Kevin Bai,Slash,series_b,
Victor Cardenas,Slash,series_b,
Joseph Kitonga,Vitable Health,series_a,
Adam Stansell,Axle Health,series_a,
Connor Hailey,Axle Health,series_a,
Petr Nikolaev,Raycast,series_b,
Thomas Mann,Raycast,series_b,
David Dindi,Atomic,series_a,
Marco Alban-Hidalgo,Atomic,series_a,
Jimmy Qian,Osmind,series_b,
Lucia Huang,Osmind,series_b,
Albert Gozzi,Aleph,series_a,
Santiago Perez De Rosso,Aleph,series_a,
Anam Lakhani,Alinea,series_a,
Eve Halimi,Alinea,series_a,
Nikhil Agrawal,Alinea,series_a,
Cristina Etcheberry,Toku,series_a,
Francisca Noguera Astaburuaga,Toku,series_a,
Dave Filion,Runway,seed,
Gabriel Savit,Runway,seed,
Isabel Barrera,Runway,seed,
Matt Varghese,Runway,seed,
Olalere Ridwan,LemFi,series_b,
Rian Cochran,LemFi,series_b,
Hassaan Raza,Tavus,series_a,
Quinn Favret,Tavus,series_a,
Elad Spiegelman,Darrow,series_b,
Evyatar Ben Artzi,Darrow,series_b,
Gila Hayat,Darrow,series_b,
Andrew Gardner,Humanly.io,series_a,
Prem Kumar,Humanly.io,series_a,
Charles M.,Blue Onion Labs,series_a,
Lyndsey Bunting,Blue Onion Labs,series_a,
Mark Lee,MarqVision (Marq AI),series_a,
Richard White,Fathom,series_a,
Benjamin Netter,Riot,series_b,
Louis Cibot,Riot,series_b,
Chen Atlas,Optery,seed,
Dekel Barzilay,Optery,seed,
Lawrence Gentilello,Optery,seed,
Carlos Pérez,Fractional,series_a,
Stella Han,Fractional,series_a,
Amber Feng,Cocoon,series_a,
Lauren Dai,Cocoon,series_a,
Mahima Chawla,Cocoon,series_a,
Amanda Zhu,Recall.ai,series_a,
Alexander Fischer,AOA,series_a,
Anna Jeter,AOA,series_a,
Oriana Papin Zoghbi,AOA,series_a,
Daniel Stepanov,Topline Pro,series_a,
Nick Ornitz,Topline Pro,series_a,
Shannon Kay,Topline Pro,series_a,
Gatumi Aliyu,Vendease,series_a,
Olumide Fayankin,Vendease,series_a,
Tunde Kara,Vendease,series_a,
Wale Oyepeju,Vendease,series_a,
Jerry Shen,Welcome,series_a,
Roberto Ortiz,Welcome,series_a,
Tiger Shen,Welcome,series_a,
AJ Lasater,Albedo,series_a,
AyJay Lasater,Albedo,series_a,
Topher Haddad,Albedo,series_a,
Winston Tri,Albedo,series_a,
Martin Sosic,Wasp,seed,
Matija Sosic,Wasp,seed,
Adar Arnon,SafeBase,series_b,
Al Yang,SafeBase,series_b,
Stan Chang,SafeBase,series_b,
Emre Ozen,Draftwise,series_a,
James Ding,Draftwise,series_a,
Ozan Yalti,Draftwise,series_a,
Armand Mignot,Mayan,series_a,
Christopher Compean,Mayan,series_a,
Ernesto Reza,Mayan,series_a,
Javier Garcia,Mayan,series_a,
Alejandro León,Spline,series_a,
Bharath Varma,Zuddl,series_a,
Vedha Sayyaparaju,Zuddl,series_a,
Nicholas Macario,Verifiable,series_b,
Vivekanand Rajkumar,Verifiable,series_b,
James Evans,Command AI,series_a,
Richard Freling,Command AI,series_a,
Vinay Ayyala,Command AI,series_a,
Ross Rich,Accord,series_a,
Ryan Rich,Accord,series_a,
Wayne Pan,Accord,series_a,
Maitham Dib,Junction,seed,
Prasad Kawthekar,Dashworks,pre_seed,
Pratyaksh Sharma,Dashworks,pre_seed,
Diedrik Vermeulen,SiPhox Health,series_a,
Michael Dubrovsky,SiPhox Health,series_a,
David Barber,Humanloop,seed,
Emine Yilmaz,Humanloop,seed,
Jordan Burgess,Humanloop,seed,
Peter Hayes,Humanloop,seed,
Raza Habib,Humanloop,seed,
Iliana Montauk,Manara,pre_seed,
Laila Abudahi,Manara,pre_seed,
Henrik Langeland,Enode,series_a,
Nikolai Heum,Enode,series_a,
Thorvald Thorsnes,Enode,series_a,
Akash Raju,Glimpse,series_a,
Anuj Mehta,Glimpse,series_a,
Kushal Negi,Glimpse,series_a,
Erik Ziegler,voize,seed,
Fabio Schmidberger,voize,seed,
Marcel Schmidberger,voize,seed,
Jay Khatri,Highlight,seed,
Vadim Korolik,Highlight,seed,
Jarek Sygitowicz,Authologic,series_a,
Krzysztof Klimczak,Authologic,series_a,
Marek Rogozinski,Authologic,series_a,
Alexey Nikityuk,Maroo,seed,
Andrei Riaskov,Maroo,seed,
Anja Winikka,Maroo,seed,
Lauren Vegter,Bloom Community,seed,
Anirudh Ramanathan,Signadot,seed,
Arjun Iyer,Signadot,seed,
Akshit Bansal,Statiq,series_a,
Raghav Arora,Statiq,series_a,
Aadit Palicha,KiranaKart,seed,
Kaivalya Vohra,KiranaKart,seed,
Chris Hoyle,Navattic,seed,
Neil McLean,Navattic,seed,
Randy Frank,Navattic,seed,
Aditya Acharya,Haven,series_a,
Jonathan Chao,Haven,series_a,
Nipun Kant,Haven,series_a,
Barrett Ames,BotBuilt,seed,
Brent Wadas,BotBuilt,seed,
Colin Devine,BotBuilt,seed,
Madhu Punjabi,Lion Pose,seed,
Nisha Phatak,Lion Pose,seed,
Giovanni Luperti,Humaans,series_a,
Karolis Narkevicius,Humaans,series_a,
George Khasin,Pine Park Health,series_b,
Yingzhe Reginald Fu,Pine Park Health,series_b,
Yoitsu Kamijo,Pine Park Health,series_b,
Matt Hamann,Rownd,seed,
Rachel Radulovich,Rownd,seed,
Richard I Porter,Rownd,seed,
Robert Thelen,Rownd,seed,
James Edward Murray,Therify,seed,
Warren Sadler,Therify,seed,
Joshua Wong,Hypotenuse,seed,
Low Lin-Hui,Hypotenuse,seed,
Calvin Usiri,Ramani,series_a,
Iain Usiri,Ramani,series_a,
Kibet Martin,Ramani,series_a,
Annie Hwang,Jemi,pre_seed,
Jason Cui,Jemi,pre_seed,
Christopher Vimini,CoreCare,seed,
Dennis Antonelos,CoreCare,seed,
Geoffrey Roguelon,CoreCare,seed,
Mehrdad Shafaie,CoreCare,seed,
Travis Dockter,CoreCare,seed,
Ned Dwyer,Great Question,seed,
PJ Murray,Great Question,seed,
Lin Sun Fa,Emobi,seed,
Alex Liao Vilhena,Malga,series_a,
Alex Liao Vilhena,Malga,series_a,
Marcel Nicolay,Malga,series_a,
Thiago Garuti,Malga,series_a,
George Sachs,Inflow,series_a,
Levi Epstein,Inflow,series_a,
Sebastian Isaacs,Inflow,series_a,
Allan Fisch,Moonshot Brands,series_a,
Craig Isakow,Moonshot Brands,series_a,
Jesus E Sotelo,Moonshot Brands,series_a,
Abdulhamid Hassan,Mono,series_a,
Prakhar Singh,Mono,series_a,
Anjie Liu,Kiwi Biosciences,seed,
David Hachuel,Kiwi Biosciences,seed,
Andrew Yates,Promoted.ai,seed,
Dan Hill,Promoted.ai,seed,
Matteo Carroll,Ribbon,seed,
Vojta Drmota,Ribbon,seed,
Kristine Yoshihara,Quadrant Eye,seed,
Quinn Wang MD,Quadrant Eye,seed,
James Savoldelli,Pesto,series_a,
Parthi Loganathan,Letterdrop,seed,
Cristóbal Griffero,Fintoc,series_a,
Lukas Zorich,Fintoc,series_a,
Faisal Younus,Pillar,seed,
Michael Ivkov,Pillar,seed,
Krishna Sasank Talasila,Stayflexi,seed,
Preetam Mohan Shetty,Stayflexi,seed,
Venkatesh Sakamuri,Stayflexi,seed,
Isabel Poppek,Alpas,seed,
Nils Vollmer,Alpas,seed,
Anurag Meena,Neodocs,seed,
Nikunj Malpani,Neodocs,seed,
Pratik Lodha,Neodocs,seed,
Michael Lee,Biodock,pre_seed,
Nurlybek Mursaliyev,Biodock,pre_seed,
Ambika Acharya,Weav,seed,
Avikam Agur,Weav,seed,
Nadav Lidor,Weav,seed,
Antonio Tralice,HENRY,series_a,
Leonardo Maglia,HENRY,series_a,
Luz Borchardt,HENRY,series_a,
Martin Borchardt,HENRY,series_a,
Arthur Alvarenga,Hubla,series_a,
Bernardo Reis,Hubla,series_a,
Joao Alvarenga,Hubla,series_a,
Greg Lissy,Finmark,seed,
Jeremy Neuberger,Finmark,seed,
Rami Essaid,Finmark,seed,
Jeff Barg,Avenue,seed,
Justin Bleuel,Avenue,seed,
Apurv Gupta,Mailmodo,seed,
Aquibur Rahman,Mailmodo,seed,
Max Musing,Basedash,seed,
Diego Llano,Morada Uno,series_a,
Ines Gamboa Sorensen,Morada Uno,series_a,
Santiago Morales,Morada Uno,series_a,
Deema Succar Adada,BiggerPicture,pre_seed,
Guillaume Lo Re,BiggerPicture,pre_seed,
Dev Patel,Aqua,seed,
Rohan Marwaha,Aqua,seed,
Kunal Chaudhary,Banner,series_a,
Mark Murphy,Banner,series_a,
Logan Welbaum,Plai,seed,
Carol Riboud,OlaClick (YC W21),seed,
Jose Rico,OlaClick (YC W21),seed,
Morgan Zysman,OlaClick (YC W21),seed,
Ulysse LItchlé,OlaClick (YC W21),seed,
Ariel Díaz Ailán,Rebill,pre_seed,
Nahuel Candia,Rebill,pre_seed,
Ruben Maier Enzler,Rebill,pre_seed,
Eric Rowell,Uiflow,series_a,
Sol Eun,Uiflow,series_a,
Aaron Ng,Hyper,seed,
Arosha Brouwer,Quan,seed,
Lucy Howie,Quan,seed,
Ali Khajeh-Hosseini,Infracost,seed,
Alistair Scott,Infracost,seed,
Hassan Khajeh-Hosseini,Infracost,seed,
Alessandra Martini,Union54,seed,
Jon Wade,Union54,seed,
Perseus Mlambo,Union54,seed,
Adham Nauman,Amenli,seed,
Omar Ezz El Din,Amenli,seed,
Shady Tohfa,Amenli,seed,
Devon Chulick,StartPlaying,seed,
Alexander Gabourie,DeepSim,pre_seed,
Cagil Koroglu,DeepSim,pre_seed,
Connor McClellan,DeepSim,pre_seed,
Peter Gao,Aquarium,seed,
Quinn Johnson,Aquarium,seed,
Dominic Vitucci,SPRX Technologies,pre_seed,
Mark Andrus,SPRX Technologies,pre_seed,
Juan Moliner,Invopop,seed,
Sam Lown,Invopop,seed,
Bruno Vieira Costa,Abstra,seed,
Julian Colina,Haystack,seed,
Kan Yilmaz,Haystack,seed,
Alejandro Silvestre,Wibond,seed,
Ezequiel Bucai,Wibond,seed,
Lucrecia Porta,Wibond,seed,
David Hutchful,Yemaachi Biotechnology,seed,
Joyce Ngoi,Yemaachi Biotechnology,seed,
Yaw Attua-Afari,Yemaachi Biotechnology,seed,
Yaw Bediako,Yemaachi Biotechnology,seed,
Brendan Falk,Fig,seed,
Matt Schrage,Fig,seed,
Nikhil Goel,SalaryBox,seed,
Peeyush Goyal,SalaryBox,seed,
Ustin Zarubin,Streamdal,seed,
Angel Arias,Plerk,series_a,
Antonio Martínez,Plerk,series_a,
Miguel Medina,Plerk,series_a,
Adam Neuwirth,Galaxy,pre_seed,
Akmal Akhpah,Pandai,seed,
Khairul Anwar Mohamad Zaki,Pandai,seed,
Suhaimi Ramly,Pandai,seed,
Jean-Philippe Gagnon,Queue,seed,
Masud Hossain,Queue,seed,
Claudio Vaccaro,EPICODE,series_a,
Diego Banovaz,EPICODE,series_a,
Ivan Ranza,EPICODE,series_a,
Marco Rosci,EPICODE,series_a,
Tobia De Angelis,EPICODE,series_a,
Carissa Castro,Logica,seed,
Leandro Castro,Logica,seed,
Ignacio Viau,HOKALI,pre_seed,
Tomas Bisi,HOKALI,pre_seed,
Fahad Kamr,Udhaar Book,seed,
Myra Merchant,Udhaar Book,seed,
Shah Warraich,Udhaar Book,seed,
Anders Steiner,PideDirecto,seed,
Antonio Nacoud,PideDirecto,seed,
Hussein Fawzi,PideDirecto,seed,
Ronni Samir,PideDirecto,seed,
Etienne Albert,Jitter,pre_seed,
Sebastien Robaszkiewicz,Jitter,pre_seed,
Aman Garg,GradeWiz,pre_seed,
Max Bohun,GradeWiz,pre_seed,
Gil Shaked,Varos,seed,
Lior Chen,Varos,seed,
Yarden Shaked,Varos,seed,
Bryan Giger,Dashlabs.ai,seed,
Jan Benedict Tiu,Dashlabs.ai,seed,
Martin Gomez,Dashlabs.ai,seed,
Miguel Gemotra,Dashlabs.ai,seed,
Philbert Tan,Dashlabs.ai,seed,
Weston Lim,Dashlabs.ai,seed,
Sam Forman,Sturdy Finance,seed,
Brian Maurer,Bristle,seed,
Danny Grannick,Bristle,seed,
David Lin,Bristle,seed,
Shivam Patel,Bristle,seed,
Bashir Aminu,Partna,seed,
Hakeem Oréwọlé,Partna,seed,
John Anisere,Partna,seed,
